R=40001, TT=StCr, NTX=25, TB=1748726347.88s, D=0.18s
R=46255, TT=StCr, NTX=25, TB=1748740567.65s, D=0.29s
R=46256, TT=StCr, NTX=25, TB=1748740569.74s, D=0.19s
R=46257, TT=StCr, NTX=25, TB=1748740572.46s, D=0.33s
R=46258, TT=StCr, NTX=25, TB=1748740574.69s, D=0.24s
R=46259, TT=StCr, NTX=25, TB=1748740577.09s, D=0.34s
R=46260, TT=StCr, NTX=25, TB=1748740579.29s, D=0.22s
R=46261, TT=StCr, NTX=25, TB=1748740581.61s, D=0.28s
R=46262, TT=StCr, NTX=25, TB=1748740583.90s, D=0.32s
R=46263, TT=StCr, NTX=25, TB=1748740585.99s, D=0.18s
R=46264, TT=StCr, NTX=25, TB=1748740588.53s, D=0.32s
R=46265, TT=StCr, NTX=25, TB=1748740590.71s, D=0.20s
R=46266, TT=StCr, NTX=25, TB=1748740592.99s, D=0.28s
R=46267, TT=StCr, NTX=25, TB=1748740595.26s, D=0.27s
R=46268, TT=StCr, NTX=25, TB=1748740597.40s, D=0.16s
R=46269, TT=StCr, NTX=25, TB=1748740599.96s, D=0.34s
R=46270, TT=StCr, NTX=25, TB=1748740602.25s, D=0.35s
R=46271, TT=StCr, NTX=25, TB=1748740604.53s, D=0.24s
R=46272, TT=StCr, NTX=25, TB=1748740606.67s, D=0.16s
R=46273, TT=StCr, NTX=25, TB=1748740609.03s, D=0.17s
R=46274, TT=StCr, NTX=25, TB=1748740611.33s, D=0.19s
R=46275, TT=StCr, NTX=25, TB=1748740613.53s, D=0.17s
R=46276, TT=StCr, NTX=25, TB=1748740615.92s, D=0.52s
R=46277, TT=StCr, NTX=25, TB=1748740618.31s, D=0.28s
R=46278, TT=StCr, NTX=25, TB=1748740620.59s, D=0.26s
R=46279, TT=StCr, NTX=25, TB=1748740622.81s, D=0.35s
R=46280, TT=StCr, NTX=25, TB=1748740625.29s, D=0.27s
R=46281, TT=StCr, NTX=25, TB=1748740627.64s, D=0.32s
R=46282, TT=StCr, NTX=25, TB=1748740630.01s, D=0.32s
R=46283, TT=StCr, NTX=25, TB=1748740632.48s, D=0.23s
R=46284, TT=StCr, NTX=25, TB=1748740634.66s, D=0.21s
R=46285, TT=StCr, NTX=25, TB=1748740637.05s, D=0.28s
R=46286, TT=StCr, NTX=25, TB=1748740639.29s, D=0.31s
R=46287, TT=StCr, NTX=25, TB=1748740641.57s, D=0.31s
R=46288, TT=StCr, NTX=25, TB=1748740643.76s, D=0.34s
R=46289, TT=StCr, NTX=25, TB=1748740646.19s, D=0.31s
R=46290, TT=StCr, NTX=25, TB=1748740648.49s, D=0.30s
R=46291, TT=StCr, NTX=25, TB=1748740650.75s, D=0.23s
R=46292, TT=StCr, NTX=25, TB=1748740653.04s, D=0.29s
R=46293, TT=StCr, NTX=25, TB=1748740655.25s, D=0.18s
R=46294, TT=StCr, NTX=25, TB=1748740657.61s, D=0.29s
R=46295, TT=StCr, NTX=25, TB=1748740659.77s, D=0.21s
R=46296, TT=StCr, NTX=25, TB=1748740661.97s, D=0.18s
R=46297, TT=StCr, NTX=25, TB=1748740664.34s, D=0.28s
R=46298, TT=StCr, NTX=25, TB=1748740666.53s, D=0.17s
R=46299, TT=StCr, NTX=25, TB=1748740669.37s, D=0.27s
R=46300, TT=StCr, NTX=25, TB=1748740671.81s, D=0.20s
R=46301, TT=StCr, NTX=25, TB=1748740674.16s, D=0.33s
R=46302, TT=StCr, NTX=25, TB=1748740676.45s, D=0.34s
R=46303, TT=StCr, NTX=25, TB=1748740678.81s, D=0.31s
R=46304, TT=StCr, NTX=25, TB=1748740680.92s, D=0.30s
R=46305, TT=StCr, NTX=25, TB=1748740683.22s, D=0.55s
R=46306, TT=StCr, NTX=25, TB=1748740685.75s, D=0.40s
R=46307, TT=StCr, NTX=25, TB=1748740688.18s, D=0.30s
R=46308, TT=StCr, NTX=25, TB=1748740690.34s, D=0.19s
R=46309, TT=StCr, NTX=25, TB=1748740692.84s, D=0.17s
R=46310, TT=StCr, NTX=25, TB=1748740695.40s, D=0.32s
R=46311, TT=StCr, NTX=25, TB=1748740697.70s, D=0.28s
R=46312, TT=StCr, NTX=25, TB=1748740699.98s, D=0.29s
R=46313, TT=StCr, NTX=25, TB=1748740702.22s, D=0.33s
R=46314, TT=StCr, NTX=25, TB=1748740704.20s, D=0.18s
R=46315, TT=StCr, NTX=25, TB=1748740706.68s, D=0.26s
R=46316, TT=StCr, NTX=25, TB=1748740708.97s, D=0.38s
R=46317, TT=StCr, NTX=25, TB=1748740711.28s, D=0.29s
R=46318, TT=StCr, NTX=25, TB=1748740713.42s, D=0.16s
R=46319, TT=StCr, NTX=25, TB=1748740715.91s, D=0.33s
R=46320, TT=StCr, NTX=25, TB=1748740718.23s, D=0.26s
R=46321, TT=StCr, NTX=25, TB=1748740720.44s, D=0.32s
R=46322, TT=StCr, NTX=25, TB=1748740722.69s, D=0.27s
R=46323, TT=StCr, NTX=25, TB=1748740725.00s, D=0.27s
R=46324, TT=StCr, NTX=25, TB=1748740727.21s, D=0.20s
R=46325, TT=StCr, NTX=25, TB=1748740729.44s, D=0.28s
R=46326, TT=StCr, NTX=25, TB=1748740731.76s, D=0.25s
R=46327, TT=StCr, NTX=25, TB=1748740734.04s, D=0.21s
R=46328, TT=StCr, NTX=25, TB=1748740736.35s, D=0.38s
R=46329, TT=StCr, NTX=25, TB=1748740738.53s, D=0.23s
R=46330, TT=StCr, NTX=25, TB=1748740740.85s, D=0.28s
R=46331, TT=StCr, NTX=25, TB=1748740743.11s, D=0.23s
R=46332, TT=StCr, NTX=25, TB=1748740745.69s, D=0.29s
R=46333, TT=StCr, NTX=25, TB=1748740748.07s, D=0.35s
R=46334, TT=StCr, NTX=25, TB=1748740750.28s, D=0.19s
R=46335, TT=StCr, NTX=25, TB=1748740752.66s, D=0.34s
R=46336, TT=StCr, NTX=25, TB=1748740755.02s, D=0.25s
R=46337, TT=StCr, NTX=25, TB=1748740757.35s, D=0.29s
R=46338, TT=StCr, NTX=25, TB=1748740759.41s, D=0.26s
R=46339, TT=StCr, NTX=25, TB=1748740761.66s, D=0.30s
R=46340, TT=StCr, NTX=25, TB=1748740763.88s, D=0.23s
R=46341, TT=StCr, NTX=25, TB=1748740765.85s, D=0.15s
R=46342, TT=StCr, NTX=25, TB=1748740768.39s, D=0.31s
R=46343, TT=StCr, NTX=25, TB=1748740770.68s, D=0.30s
R=46344, TT=StCr, NTX=25, TB=1748740772.89s, D=0.33s
R=46345, TT=StCr, NTX=25, TB=1748740775.18s, D=0.32s
R=46346, TT=StCr, NTX=25, TB=1748740777.28s, D=0.17s
R=46347, TT=StCr, NTX=25, TB=1748740779.60s, D=0.27s
R=46348, TT=StCr, NTX=25, TB=1748740781.94s, D=0.29s
R=46349, TT=StCr, NTX=25, TB=1748740784.15s, D=0.27s
R=46350, TT=StCr, NTX=25, TB=1748740786.32s, D=0.30s
R=46351, TT=StCr, NTX=25, TB=1748740788.71s, D=0.32s
R=46352, TT=StCr, NTX=25, TB=1748740790.91s, D=0.31s
R=46353, TT=StCr, NTX=25, TB=1748740793.18s, D=0.32s
R=46354, TT=StCr, NTX=25, TB=1748740795.44s, D=0.27s
R=46355, TT=StCr, NTX=25, TB=1748740797.75s, D=0.40s
R=46356, TT=StCr, NTX=25, TB=1748740800.13s, D=0.30s
R=46357, TT=StCr, NTX=25, TB=1748740802.47s, D=0.29s
R=46358, TT=StCr, NTX=25, TB=1748740804.75s, D=0.17s
R=46359, TT=StCr, NTX=25, TB=1748740807.21s, D=0.26s
R=46360, TT=StCr, NTX=25, TB=1748740809.09s, D=0.16s
R=46361, TT=StCr, NTX=25, TB=1748740811.97s, D=0.30s
R=46362, TT=StCr, NTX=25, TB=1748740814.10s, D=0.20s
R=46363, TT=StCr, NTX=25, TB=1748740816.68s, D=0.29s
R=46364, TT=StCr, NTX=25, TB=1748740818.55s, D=0.15s
R=46365, TT=StCr, NTX=25, TB=1748740821.09s, D=0.27s
R=46366, TT=StCr, NTX=25, TB=1748740823.33s, D=0.25s
R=46367, TT=StCr, NTX=25, TB=1748740825.36s, D=0.16s
R=46368, TT=StCr, NTX=25, TB=1748740827.78s, D=0.32s
R=46369, TT=StCr, NTX=25, TB=1748740830.06s, D=0.29s
R=46370, TT=StCr, NTX=25, TB=1748740832.35s, D=0.29s
R=46371, TT=StCr, NTX=25, TB=1748740834.64s, D=0.27s
R=46372, TT=StCr, NTX=25, TB=1748740836.88s, D=0.21s
R=46373, TT=StCr, NTX=25, TB=1748740839.04s, D=0.17s
R=46374, TT=StCr, NTX=25, TB=1748740841.39s, D=0.35s
R=46375, TT=StCr, NTX=25, TB=1748740843.66s, D=0.28s
R=46376, TT=StCr, NTX=25, TB=1748740845.94s, D=0.32s
R=46377, TT=StCr, NTX=25, TB=1748740848.38s, D=0.27s
R=46378, TT=StCr, NTX=25, TB=1748740850.66s, D=0.30s
R=46379, TT=StCr, NTX=25, TB=1748740852.92s, D=0.26s
R=46380, TT=StCr, NTX=25, TB=1748740855.20s, D=0.19s
R=46381, TT=StCr, NTX=25, TB=1748740857.50s, D=0.25s
R=46382, TT=StCr, NTX=25, TB=1748740859.68s, D=0.19s
R=46383, TT=StCr, NTX=25, TB=1748740861.99s, D=0.28s
R=46384, TT=StCr, NTX=25, TB=1748740864.42s, D=0.37s
R=46385, TT=StCr, NTX=25, TB=1748740866.75s, D=0.32s
R=46386, TT=StCr, NTX=25, TB=1748740868.99s, D=0.24s
R=46387, TT=StCr, NTX=25, TB=1748740871.24s, D=0.28s
R=46388, TT=StCr, NTX=25, TB=1748740873.49s, D=0.28s
R=46389, TT=StCr, NTX=25, TB=1748740876.04s, D=0.21s
R=46390, TT=StCr, NTX=25, TB=1748740878.25s, D=0.17s
R=46391, TT=StCr, NTX=25, TB=1748740880.52s, D=0.28s
R=46392, TT=StCr, NTX=25, TB=1748740882.77s, D=0.27s
R=46393, TT=StCr, NTX=25, TB=1748740885.03s, D=0.30s
R=46394, TT=StCr, NTX=25, TB=1748740887.26s, D=0.33s
R=46395, TT=StCr, NTX=25, TB=1748740889.48s, D=0.27s
R=46396, TT=StCr, NTX=25, TB=1748740891.81s, D=0.30s
R=46397, TT=StCr, NTX=25, TB=1748740894.06s, D=0.28s
R=46398, TT=StCr, NTX=25, TB=1748740896.14s, D=0.17s
R=46399, TT=StCr, NTX=25, TB=1748740898.52s, D=0.33s
R=46400, TT=StCr, NTX=25, TB=1748740900.74s, D=0.25s
R=46401, TT=StCr, NTX=25, TB=1748740903.09s, D=0.21s
R=46402, TT=StCr, NTX=25, TB=1748740905.37s, D=0.29s
R=46403, TT=StCr, NTX=25, TB=1748740907.85s, D=0.31s
R=46404, TT=StCr, NTX=25, TB=1748740910.05s, D=0.26s
R=46405, TT=StCr, NTX=25, TB=1748740912.01s, D=0.17s
R=46406, TT=StCr, NTX=25, TB=1748740914.51s, D=0.29s
R=46407, TT=StCr, NTX=25, TB=1748740916.65s, D=0.28s
R=46408, TT=StCr, NTX=25, TB=1748740918.94s, D=0.29s
R=46409, TT=StCr, NTX=25, TB=1748740921.24s, D=0.29s
R=46410, TT=StCr, NTX=25, TB=1748740923.97s, D=0.25s
R=46411, TT=StCr, NTX=25, TB=1748740926.29s, D=0.27s
R=46412, TT=StCr, NTX=25, TB=1748740928.81s, D=0.36s
R=46413, TT=StCr, NTX=25, TB=1748740930.97s, D=0.16s
R=46414, TT=StCr, NTX=25, TB=1748740933.41s, D=0.30s
R=46415, TT=StCr, NTX=25, TB=1748740935.66s, D=0.21s
R=46416, TT=StCr, NTX=25, TB=1748740938.11s, D=0.28s
R=46417, TT=StCr, NTX=25, TB=1748740940.35s, D=0.16s
R=46418, TT=StCr, NTX=25, TB=1748740942.74s, D=0.29s
R=46419, TT=StCr, NTX=25, TB=1748740944.82s, D=0.20s
R=46420, TT=StCr, NTX=25, TB=1748740947.14s, D=0.30s
R=46421, TT=StCr, NTX=25, TB=1748740949.44s, D=0.20s
R=46422, TT=StCr, NTX=25, TB=1748740951.64s, D=0.19s
R=46423, TT=StCr, NTX=25, TB=1748740953.91s, D=0.29s
R=46424, TT=StCr, NTX=25, TB=1748740956.14s, D=0.27s
R=46425, TT=StCr, NTX=25, TB=1748740958.32s, D=0.18s
R=46426, TT=StCr, NTX=25, TB=1748740960.71s, D=0.25s
R=46427, TT=StCr, NTX=25, TB=1748740962.99s, D=0.25s
R=46428, TT=StCr, NTX=25, TB=1748740965.25s, D=0.28s
R=46429, TT=StCr, NTX=25, TB=1748740967.58s, D=0.16s
R=46430, TT=StCr, NTX=25, TB=1748740969.82s, D=0.20s
R=46431, TT=StCr, NTX=25, TB=1748740972.16s, D=0.29s
R=46432, TT=StCr, NTX=25, TB=1748740974.40s, D=0.31s
R=46433, TT=StCr, NTX=25, TB=1748740976.61s, D=0.32s
R=46434, TT=StCr, NTX=25, TB=1748740978.93s, D=0.33s
R=46435, TT=StCr, NTX=25, TB=1748740981.11s, D=0.25s
R=46436, TT=StCr, NTX=25, TB=1748740983.41s, D=0.46s
R=46437, TT=StCr, NTX=25, TB=1748740985.72s, D=0.17s
R=46438, TT=StCr, NTX=25, TB=1748740988.07s, D=0.18s
R=46439, TT=StCr, NTX=25, TB=1748740990.39s, D=0.27s
R=46440, TT=StCr, NTX=25, TB=1748740992.58s, D=0.20s
R=46441, TT=StCr, NTX=25, TB=1748740994.79s, D=0.22s
R=46442, TT=StCr, NTX=25, TB=1748740997.06s, D=0.19s
R=46443, TT=StCr, NTX=25, TB=1748740999.66s, D=0.30s
R=46444, TT=StCr, NTX=25, TB=1748741001.93s, D=0.29s
R=46445, TT=StCr, NTX=25, TB=1748741004.08s, D=0.28s
R=46446, TT=StCr, NTX=25, TB=1748741006.31s, D=0.23s
R=46447, TT=StCr, NTX=25, TB=1748741008.51s, D=0.23s
R=46448, TT=StCr, NTX=25, TB=1748741010.83s, D=0.25s
R=46449, TT=StCr, NTX=25, TB=1748741013.23s, D=0.25s
R=46450, TT=StCr, NTX=25, TB=1748741015.41s, D=0.18s
R=46451, TT=StCr, NTX=25, TB=1748741017.77s, D=0.29s
R=46452, TT=StCr, NTX=25, TB=1748741020.00s, D=0.28s
R=46453, TT=StCr, NTX=25, TB=1748741022.22s, D=0.28s
R=46454, TT=StCr, NTX=25, TB=1748741024.47s, D=0.18s
R=46455, TT=StCr, NTX=25, TB=1748741026.72s, D=0.30s
R=46456, TT=StCr, NTX=25, TB=1748741029.05s, D=0.28s
R=46457, TT=StCr, NTX=25, TB=1748741031.20s, D=0.18s
R=46458, TT=StCr, NTX=25, TB=1748741033.56s, D=0.28s
R=46459, TT=StCr, NTX=25, TB=1748741035.89s, D=0.43s
R=46460, TT=StCr, NTX=25, TB=1748741037.98s, D=0.17s
R=46461, TT=StCr, NTX=25, TB=1748741040.38s, D=0.23s
R=46462, TT=StCr, NTX=25, TB=1748741042.46s, D=0.17s
R=46463, TT=StCr, NTX=25, TB=1748741045.25s, D=0.36s
R=46464, TT=StCr, NTX=25, TB=1748741047.52s, D=0.25s
R=46465, TT=StCr, NTX=25, TB=1748741049.95s, D=0.18s
R=46466, TT=StCr, NTX=25, TB=1748741052.17s, D=0.20s
R=46467, TT=StCr, NTX=25, TB=1748741054.44s, D=0.26s
R=46468, TT=StCr, NTX=25, TB=1748741056.42s, D=0.20s
R=46469, TT=StCr, NTX=25, TB=1748741059.32s, D=0.30s
R=46470, TT=StCr, NTX=25, TB=1748741061.56s, D=0.28s
R=46471, TT=StCr, NTX=25, TB=1748741063.75s, D=0.26s
R=46472, TT=StCr, NTX=25, TB=1748741066.04s, D=0.24s
R=46473, TT=StCr, NTX=25, TB=1748741068.26s, D=0.27s
R=46474, TT=StCr, NTX=25, TB=1748741070.53s, D=0.27s
R=46475, TT=StCr, NTX=25, TB=1748741072.63s, D=0.17s
R=46476, TT=StCr, NTX=25, TB=1748741075.00s, D=0.28s
R=46477, TT=StCr, NTX=25, TB=1748741077.20s, D=0.30s
R=46478, TT=StCr, NTX=25, TB=1748741079.46s, D=0.29s
R=46479, TT=StCr, NTX=25, TB=1748741081.59s, D=0.19s
R=46480, TT=StCr, NTX=25, TB=1748741083.94s, D=0.22s
R=46481, TT=StCr, NTX=25, TB=1748741086.14s, D=0.18s
R=46482, TT=StCr, NTX=25, TB=1748741088.55s, D=0.21s
R=46483, TT=StCr, NTX=25, TB=1748741090.85s, D=0.27s
R=46484, TT=StCr, NTX=25, TB=1748741093.08s, D=0.26s
R=46485, TT=StCr, NTX=25, TB=1748741095.40s, D=0.30s
R=46486, TT=StCr, NTX=25, TB=1748741097.58s, D=0.24s
R=46487, TT=StCr, NTX=25, TB=1748741099.95s, D=0.34s
R=46488, TT=StCr, NTX=25, TB=1748741102.22s, D=0.50s
R=46489, TT=StCr, NTX=25, TB=1748741104.74s, D=0.33s
R=46490, TT=StCr, NTX=25, TB=1748741106.98s, D=0.26s
R=46491, TT=StCr, NTX=25, TB=1748741109.47s, D=0.22s
R=46492, TT=StCr, NTX=25, TB=1748741111.68s, D=0.30s
R=46493, TT=StCr, NTX=25, TB=1748741113.94s, D=0.22s
R=46494, TT=StCr, NTX=25, TB=1748741116.22s, D=0.31s
R=46495, TT=StCr, NTX=25, TB=1748741118.46s, D=0.27s
R=46496, TT=StCr, NTX=25, TB=1748741120.96s, D=0.26s
R=46497, TT=StCr, NTX=25, TB=1748741122.98s, D=0.16s
R=46498, TT=StCr, NTX=25, TB=1748741125.57s, D=0.34s
R=46499, TT=StCr, NTX=25, TB=1748741127.83s, D=0.23s
R=46500, TT=StCr, NTX=25, TB=1748741130.12s, D=0.26s
R=46501, TT=StCr, NTX=25, TB=1748741132.38s, D=0.32s
R=46502, TT=StCr, NTX=25, TB=1748741134.73s, D=0.35s
R=46503, TT=StCr, NTX=25, TB=1748741136.79s, D=0.17s
R=46504, TT=StCr, NTX=25, TB=1748741139.20s, D=0.27s
R=46505, TT=StCr, NTX=25, TB=1748741141.40s, D=0.23s
R=46506, TT=StCr, NTX=25, TB=1748741143.67s, D=0.32s
R=46507, TT=StCr, NTX=25, TB=1748741145.98s, D=0.30s
R=46508, TT=StCr, NTX=25, TB=1748741148.44s, D=0.30s
R=46509, TT=StCr, NTX=25, TB=1748741150.65s, D=0.26s
R=46510, TT=StCr, NTX=25, TB=1748741152.93s, D=0.26s
R=46511, TT=StCr, NTX=25, TB=1748741155.18s, D=0.26s
R=46512, TT=StCr, NTX=25, TB=1748741157.43s, D=0.27s
R=46513, TT=StCr, NTX=25, TB=1748741159.59s, D=0.21s
R=46514, TT=StCr, NTX=25, TB=1748741161.91s, D=0.29s
R=46515, TT=StCr, NTX=25, TB=1748741164.36s, D=0.28s
R=46516, TT=StCr, NTX=25, TB=1748741166.73s, D=0.26s
R=46517, TT=StCr, NTX=25, TB=1748741169.19s, D=0.29s
R=46518, TT=StCr, NTX=25, TB=1748741171.41s, D=0.27s
R=46519, TT=StCr, NTX=25, TB=1748741173.20s, D=0.14s
R=46520, TT=StCr, NTX=25, TB=1748741175.93s, D=0.22s
R=46521, TT=StCr, NTX=25, TB=1748741178.28s, D=0.26s
R=46522, TT=StCr, NTX=25, TB=1748741180.79s, D=0.20s
R=46523, TT=StCr, NTX=25, TB=1748741183.10s, D=0.22s
R=46524, TT=StCr, NTX=25, TB=1748741185.25s, D=0.17s
R=46525, TT=StCr, NTX=25, TB=1748741187.56s, D=0.18s
R=46526, TT=StCr, NTX=25, TB=1748741189.75s, D=0.17s
R=46527, TT=StCr, NTX=25, TB=1748741192.13s, D=0.23s
R=46528, TT=StCr, NTX=25, TB=1748741194.42s, D=0.31s
R=46529, TT=StCr, NTX=25, TB=1748741196.60s, D=0.26s
R=46530, TT=StCr, NTX=25, TB=1748741198.83s, D=0.19s
R=46531, TT=StCr, NTX=25, TB=1748741201.13s, D=0.28s
R=46532, TT=StCr, NTX=25, TB=1748741203.39s, D=0.30s
R=46533, TT=StCr, NTX=25, TB=1748741205.66s, D=0.44s
R=46534, TT=StCr, NTX=25, TB=1748741208.04s, D=0.27s
R=46535, TT=StCr, NTX=25, TB=1748741210.16s, D=0.19s
R=46536, TT=StCr, NTX=25, TB=1748741212.46s, D=0.30s
R=46537, TT=StCr, NTX=25, TB=1748741214.40s, D=0.17s
R=46538, TT=StCr, NTX=25, TB=1748741216.88s, D=0.26s
R=46539, TT=StCr, NTX=25, TB=1748741219.18s, D=0.29s
R=46540, TT=StCr, NTX=25, TB=1748741221.32s, D=0.23s
R=46541, TT=StCr, NTX=25, TB=1748741224.06s, D=0.32s
R=46542, TT=StCr, NTX=25, TB=1748741226.19s, D=0.22s
R=46543, TT=StCr, NTX=25, TB=1748741228.54s, D=0.19s
R=46544, TT=StCr, NTX=25, TB=1748741230.85s, D=0.27s
R=46545, TT=StCr, NTX=25, TB=1748741232.91s, D=0.16s
R=46546, TT=StCr, NTX=25, TB=1748741235.26s, D=0.30s
R=46547, TT=StCr, NTX=25, TB=1748741237.48s, D=0.21s
R=46548, TT=StCr, NTX=25, TB=1748741239.74s, D=0.25s
R=46549, TT=StCr, NTX=25, TB=1748741241.94s, D=0.16s
R=46550, TT=StCr, NTX=25, TB=1748741244.40s, D=0.30s
R=46551, TT=StCr, NTX=25, TB=1748741246.64s, D=0.32s
R=46552, TT=StCr, NTX=25, TB=1748741248.74s, D=0.22s
R=46553, TT=StCr, NTX=25, TB=1748741251.05s, D=0.28s
R=46554, TT=StCr, NTX=25, TB=1748741253.35s, D=0.27s
R=46555, TT=StCr, NTX=25, TB=1748741255.59s, D=0.25s
R=46556, TT=StCr, NTX=25, TB=1748741257.71s, D=0.17s
R=46557, TT=StCr, NTX=25, TB=1748741260.04s, D=0.24s
R=46558, TT=StCr, NTX=25, TB=1748741262.37s, D=0.27s
R=46559, TT=StCr, NTX=25, TB=1748741264.67s, D=0.31s
R=46560, TT=StCr, NTX=25, TB=1748741266.83s, D=0.24s
R=46561, TT=StCr, NTX=25, TB=1748741268.94s, D=0.18s
R=46562, TT=StCr, NTX=25, TB=1748741271.36s, D=0.26s
R=46563, TT=StCr, NTX=25, TB=1748741273.61s, D=0.28s
R=46564, TT=StCr, NTX=25, TB=1748741275.89s, D=0.40s
R=46565, TT=StCr, NTX=25, TB=1748741278.17s, D=0.17s
R=46566, TT=StCr, NTX=25, TB=1748741280.27s, D=0.16s
R=46567, TT=StCr, NTX=25, TB=1748741282.61s, D=0.23s
R=46568, TT=StCr, NTX=25, TB=1748741285.17s, D=0.27s
R=46569, TT=StCr, NTX=25, TB=1748741287.38s, D=0.27s
R=46570, TT=StCr, NTX=25, TB=1748741289.75s, D=0.19s
R=46571, TT=StCr, NTX=25, TB=1748741292.11s, D=0.38s
R=46572, TT=StCr, NTX=25, TB=1748741294.37s, D=0.26s
R=46573, TT=StCr, NTX=25, TB=1748741296.59s, D=0.28s
R=46574, TT=StCr, NTX=25, TB=1748741298.84s, D=0.28s
R=46575, TT=StCr, NTX=25, TB=1748741301.00s, D=0.16s
R=46576, TT=StCr, NTX=25, TB=1748741303.45s, D=0.30s
R=46577, TT=StCr, NTX=25, TB=1748741305.76s, D=0.30s
R=46578, TT=StCr, NTX=25, TB=1748741308.04s, D=0.29s
R=46579, TT=StCr, NTX=25, TB=1748741310.15s, D=0.17s
R=46580, TT=StCr, NTX=25, TB=1748741312.54s, D=0.32s
R=46581, TT=StCr, NTX=25, TB=1748741314.76s, D=0.29s
R=46582, TT=StCr, NTX=25, TB=1748741316.95s, D=0.32s
R=46583, TT=StCr, NTX=25, TB=1748741319.03s, D=0.18s
R=46584, TT=StCr, NTX=25, TB=1748741321.36s, D=0.30s
R=46585, TT=StCr, NTX=25, TB=1748741323.46s, D=0.18s
R=46586, TT=StCr, NTX=25, TB=1748741325.68s, D=0.42s
R=46587, TT=StCr, NTX=25, TB=1748741328.14s, D=0.28s
R=46588, TT=StCr, NTX=25, TB=1748741330.41s, D=0.30s
R=46589, TT=StCr, NTX=25, TB=1748741332.73s, D=0.30s
R=46590, TT=StCr, NTX=25, TB=1748741334.97s, D=0.25s
R=46591, TT=StCr, NTX=25, TB=1748741337.15s, D=0.28s
R=46592, TT=StCr, NTX=25, TB=1748741339.39s, D=0.25s
R=46593, TT=StCr, NTX=25, TB=1748741341.69s, D=0.37s
R=46594, TT=StCr, NTX=25, TB=1748741344.07s, D=0.31s
R=46595, TT=StCr, NTX=25, TB=1748741346.72s, D=0.26s
R=46596, TT=StCr, NTX=25, TB=1748741348.93s, D=0.21s
R=46597, TT=StCr, NTX=25, TB=1748741351.22s, D=0.30s
R=46598, TT=StCr, NTX=25, TB=1748741353.17s, D=0.16s
R=46599, TT=StCr, NTX=25, TB=1748741355.78s, D=0.28s
R=46600, TT=StCr, NTX=25, TB=1748741357.98s, D=0.20s
R=46601, TT=StCr, NTX=25, TB=1748741360.27s, D=0.21s
R=46602, TT=StCr, NTX=25, TB=1748741362.48s, D=0.24s
R=46603, TT=StCr, NTX=25, TB=1748741364.91s, D=0.30s
R=46604, TT=StCr, NTX=25, TB=1748741366.98s, D=0.17s
R=46605, TT=StCr, NTX=25, TB=1748741369.35s, D=0.26s
R=46606, TT=StCr, NTX=25, TB=1748741371.71s, D=0.27s
R=46607, TT=StCr, NTX=25, TB=1748741373.89s, D=0.23s
R=46608, TT=StCr, NTX=25, TB=1748741376.15s, D=0.18s
R=46609, TT=StCr, NTX=25, TB=1748741378.53s, D=0.29s
R=46610, TT=StCr, NTX=25, TB=1748741380.75s, D=0.28s
R=46611, TT=StCr, NTX=25, TB=1748741382.96s, D=0.24s
R=46612, TT=StCr, NTX=25, TB=1748741385.24s, D=0.34s
R=46613, TT=StCr, NTX=25, TB=1748741387.53s, D=0.30s
R=46614, TT=StCr, NTX=25, TB=1748741389.64s, D=0.17s
R=46615, TT=StCr, NTX=25, TB=1748741391.95s, D=0.31s
R=46616, TT=StCr, NTX=25, TB=1748741394.24s, D=0.28s
R=46617, TT=StCr, NTX=25, TB=1748741396.41s, D=0.33s
R=46618, TT=StCr, NTX=25, TB=1748741398.40s, D=0.15s
R=46619, TT=StCr, NTX=25, TB=1748741400.98s, D=0.37s
R=46620, TT=StCr, NTX=25, TB=1748741403.29s, D=0.48s
R=46621, TT=StCr, NTX=25, TB=1748741405.85s, D=0.42s
R=46622, TT=StCr, NTX=25, TB=1748741408.09s, D=0.19s
R=46623, TT=StCr, NTX=25, TB=1748741410.50s, D=0.30s
R=46624, TT=StCr, NTX=25, TB=1748741412.76s, D=0.27s
R=46625, TT=StCr, NTX=25, TB=1748741414.94s, D=0.26s
R=46626, TT=StCr, NTX=25, TB=1748741417.17s, D=0.24s
R=46627, TT=StCr, NTX=25, TB=1748741419.38s, D=0.29s
R=46628, TT=StCr, NTX=25, TB=1748741421.58s, D=0.30s
R=46629, TT=StCr, NTX=25, TB=1748741423.79s, D=0.25s
R=46630, TT=StCr, NTX=25, TB=1748741426.10s, D=0.21s
R=46631, TT=StCr, NTX=25, TB=1748741428.47s, D=0.27s
R=46632, TT=StCr, NTX=25, TB=1748741430.70s, D=0.32s
R=46633, TT=StCr, NTX=25, TB=1748741432.88s, D=0.23s
R=46634, TT=StCr, NTX=25, TB=1748741435.13s, D=0.21s
R=46635, TT=StCr, NTX=25, TB=1748741437.30s, D=0.20s
R=46636, TT=StCr, NTX=25, TB=1748741439.64s, D=0.28s
R=46637, TT=StCr, NTX=25, TB=1748741441.80s, D=0.19s
R=46638, TT=StCr, NTX=25, TB=1748741444.01s, D=0.20s
R=46639, TT=StCr, NTX=25, TB=1748741446.28s, D=0.36s
R=46640, TT=StCr, NTX=25, TB=1748741448.58s, D=0.29s
R=46641, TT=StCr, NTX=25, TB=1748741450.85s, D=0.28s
