R=70001, TT=RebTrOw, NTX=20, TB=1748794445.13s, D=0.25s
R=70040, TT=RebCr, NTX=63, TB=1748794531.21s, D=0.33s
R=70041, TT=RebTrOw, NTX=20, TB=1748794533.10s, D=0.28s
R=70041, TT=RebCr, NTX=62, TB=1748794533.38s, D=0.32s
R=70042, TT=RebTrOw, NTX=20, TB=1748794535.27s, D=0.24s
R=70042, TT=RebCr, NTX=65, TB=1748794535.50s, D=0.35s
R=70043, TT=RebTrOw, NTX=20, TB=1748794537.44s, D=0.29s
R=70043, TT=RebCr, NTX=61, TB=1748794537.73s, D=0.30s
R=70044, TT=RebTrOw, NTX=20, TB=1748794539.60s, D=0.27s
R=70044, TT=RebCr, NTX=56, TB=1748794539.87s, D=0.36s
R=70045, TT=RebTrOw, NTX=20, TB=1748794541.82s, D=0.27s
R=70045, TT=RebCr, NTX=72, TB=1748794542.08s, D=0.37s
R=70046, TT=RebTrOw, NTX=20, TB=1748794543.89s, D=0.16s
R=70046, TT=RebCr, NTX=62, TB=1748794544.05s, D=0.44s
R=70047, TT=RebTrOw, NTX=20, TB=1748794546.22s, D=0.28s
R=70047, TT=RebCr, NTX=59, TB=1748794546.51s, D=0.34s
R=70048, TT=RebTrOw, NTX=20, TB=1748794548.45s, D=0.27s
R=70048, TT=RebCr, NTX=70, TB=1748794548.73s, D=0.35s
R=70049, TT=RebTrOw, NTX=20, TB=1748794550.66s, D=0.26s
R=70049, TT=RebCr, NTX=56, TB=1748794550.92s, D=0.37s
R=70050, TT=RebTrOw, NTX=20, TB=1748794552.75s, D=0.17s
R=70050, TT=RebCr, NTX=59, TB=1748794552.92s, D=0.38s
R=70051, TT=RebTrOw, NTX=20, TB=1748794554.98s, D=0.26s
R=70051, TT=RebCr, NTX=70, TB=1748794555.24s, D=0.33s
R=70052, TT=RebTrOw, NTX=20, TB=1748794557.18s, D=0.23s
R=70052, TT=RebCr, NTX=48, TB=1748794557.41s, D=0.30s
R=70053, TT=RebTrOw, NTX=20, TB=1748794559.37s, D=0.24s
R=70053, TT=RebCr, NTX=61, TB=1748794559.61s, D=0.34s
R=70054, TT=RebTrOw, NTX=20, TB=1748794561.54s, D=0.25s
R=70054, TT=RebCr, NTX=60, TB=1748794561.79s, D=0.32s
R=70055, TT=RebTrOw, NTX=20, TB=1748794563.66s, D=0.19s
R=70055, TT=RebCr, NTX=70, TB=1748794563.85s, D=0.43s
R=70056, TT=RebTrOw, NTX=20, TB=1748794566.21s, D=0.28s
R=70056, TT=RebCr, NTX=63, TB=1748794566.49s, D=0.33s
R=70057, TT=RebTrOw, NTX=20, TB=1748794568.81s, D=0.28s
R=70057, TT=RebCr, NTX=75, TB=1748794569.09s, D=0.28s
R=70058, TT=RebTrOw, NTX=20, TB=1748794571.10s, D=0.20s
R=70058, TT=RebCr, NTX=54, TB=1748794571.30s, D=0.37s
R=70059, TT=RebTrOw, NTX=20, TB=1748794573.36s, D=0.21s
R=70059, TT=RebCr, NTX=63, TB=1748794573.56s, D=0.36s
R=70060, TT=RebTrOw, NTX=20, TB=1748794575.50s, D=0.20s
R=70060, TT=RebCr, NTX=59, TB=1748794575.71s, D=0.35s
R=70061, TT=RebTrOw, NTX=20, TB=1748794577.76s, D=0.30s
R=70061, TT=RebCr, NTX=56, TB=1748794578.06s, D=0.28s
R=70062, TT=RebTrOw, NTX=20, TB=1748794579.88s, D=0.25s
R=70062, TT=RebCr, NTX=58, TB=1748794580.13s, D=0.38s
R=70063, TT=RebTrOw, NTX=20, TB=1748794582.02s, D=0.20s
R=70063, TT=RebCr, NTX=54, TB=1748794582.23s, D=0.40s
R=70064, TT=RebTrOw, NTX=20, TB=1748794584.18s, D=0.17s
R=70064, TT=RebCr, NTX=67, TB=1748794584.35s, D=0.31s
R=70065, TT=RebTrOw, NTX=20, TB=1748794586.44s, D=0.25s
R=70065, TT=RebCr, NTX=64, TB=1748794586.68s, D=0.37s
R=70066, TT=RebTrOw, NTX=20, TB=1748794588.54s, D=0.17s
R=70066, TT=RebCr, NTX=62, TB=1748794588.71s, D=0.35s
R=70067, TT=RebTrOw, NTX=20, TB=1748794590.75s, D=0.20s
R=70067, TT=RebCr, NTX=64, TB=1748794590.95s, D=0.42s
R=70068, TT=RebTrOw, NTX=20, TB=1748794593.01s, D=0.25s
R=70068, TT=RebCr, NTX=56, TB=1748794593.26s, D=0.34s
R=70069, TT=RebTrOw, NTX=20, TB=1748794595.18s, D=0.25s
R=70069, TT=RebCr, NTX=55, TB=1748794595.43s, D=0.32s
R=70070, TT=RebTrOw, NTX=20, TB=1748794597.40s, D=0.29s
R=70070, TT=RebCr, NTX=55, TB=1748794597.68s, D=0.28s
R=70071, TT=RebTrOw, NTX=20, TB=1748794599.53s, D=0.26s
R=70071, TT=RebCr, NTX=56, TB=1748794599.79s, D=0.34s
R=70072, TT=RebTrOw, NTX=20, TB=1748794601.70s, D=0.23s
R=70072, TT=RebCr, NTX=63, TB=1748794601.93s, D=0.39s
R=70073, TT=RebTrOw, NTX=20, TB=1748794603.91s, D=0.27s
R=70073, TT=RebCr, NTX=62, TB=1748794604.18s, D=0.30s
R=70074, TT=RebTrOw, NTX=20, TB=1748794605.93s, D=0.18s
R=70074, TT=RebCr, NTX=65, TB=1748794606.11s, D=0.40s
R=70075, TT=RebTrOw, NTX=20, TB=1748794608.35s, D=0.27s
R=70075, TT=RebCr, NTX=58, TB=1748794608.63s, D=0.29s
R=70076, TT=RebTrOw, NTX=20, TB=1748794610.50s, D=0.27s
R=70076, TT=RebCr, NTX=65, TB=1748794610.77s, D=0.37s
R=70077, TT=RebTrOw, NTX=20, TB=1748794612.71s, D=0.25s
R=70077, TT=RebCr, NTX=58, TB=1748794612.97s, D=0.31s
R=70078, TT=RebTrOw, NTX=20, TB=1748794614.77s, D=0.18s
R=70078, TT=RebCr, NTX=63, TB=1748794614.94s, D=0.37s
R=70079, TT=RebTrOw, NTX=20, TB=1748794617.00s, D=0.18s
R=70079, TT=RebCr, NTX=65, TB=1748794617.18s, D=0.31s
R=70080, TT=RebTrOw, NTX=20, TB=1748794619.24s, D=0.24s
R=70080, TT=RebCr, NTX=62, TB=1748794619.49s, D=0.32s
R=70081, TT=RebTrOw, NTX=20, TB=1748794621.43s, D=0.25s
R=70081, TT=RebCr, NTX=65, TB=1748794621.69s, D=0.40s
R=70082, TT=RebTrOw, NTX=20, TB=1748794623.66s, D=0.21s
R=70082, TT=RebCr, NTX=61, TB=1748794623.87s, D=0.39s
R=70083, TT=RebTrOw, NTX=20, TB=1748794626.15s, D=0.21s
R=70083, TT=RebCr, NTX=54, TB=1748794626.36s, D=0.39s
R=70084, TT=RebTrOw, NTX=20, TB=1748794628.55s, D=0.23s
R=70084, TT=RebCr, NTX=68, TB=1748794628.78s, D=0.39s
R=70085, TT=RebTrOw, NTX=20, TB=1748794630.78s, D=0.22s
R=70085, TT=RebCr, NTX=60, TB=1748794631.00s, D=0.37s
R=70086, TT=RebTrOw, NTX=20, TB=1748794633.07s, D=0.26s
R=70086, TT=RebCr, NTX=66, TB=1748794633.33s, D=0.34s
R=70087, TT=RebTrOw, NTX=20, TB=1748794635.23s, D=0.24s
R=70087, TT=RebCr, NTX=60, TB=1748794635.47s, D=0.31s
R=70088, TT=RebTrOw, NTX=20, TB=1748794637.35s, D=0.29s
R=70088, TT=RebCr, NTX=58, TB=1748794637.64s, D=0.29s
R=70089, TT=RebTrOw, NTX=20, TB=1748794639.54s, D=0.26s
R=70089, TT=RebCr, NTX=54, TB=1748794639.80s, D=0.27s
R=70090, TT=RebTrOw, NTX=20, TB=1748794641.64s, D=0.25s
R=70090, TT=RebCr, NTX=61, TB=1748794641.88s, D=0.38s
R=70091, TT=RebTrOw, NTX=20, TB=1748794643.81s, D=0.20s
R=70091, TT=RebCr, NTX=64, TB=1748794644.01s, D=0.35s
R=70092, TT=RebTrOw, NTX=20, TB=1748794646.07s, D=0.26s
R=70092, TT=RebCr, NTX=56, TB=1748794646.33s, D=0.31s
R=70093, TT=RebTrOw, NTX=20, TB=1748794648.06s, D=0.15s
R=70093, TT=RebCr, NTX=51, TB=1748794648.22s, D=0.41s
R=70094, TT=RebTrOw, NTX=20, TB=1748794650.40s, D=0.28s
R=70094, TT=RebCr, NTX=60, TB=1748794650.67s, D=0.35s
R=70095, TT=RebTrOw, NTX=20, TB=1748794652.54s, D=0.23s
R=70095, TT=RebCr, NTX=62, TB=1748794652.77s, D=0.38s
R=70096, TT=RebTrOw, NTX=20, TB=1748794654.79s, D=0.22s
R=70096, TT=RebCr, NTX=64, TB=1748794655.00s, D=0.39s
R=70097, TT=RebTrOw, NTX=20, TB=1748794656.91s, D=0.22s
R=70097, TT=RebCr, NTX=68, TB=1748794657.13s, D=0.42s
R=70098, TT=RebTrOw, NTX=20, TB=1748794659.13s, D=0.29s
R=70098, TT=RebCr, NTX=65, TB=1748794659.42s, D=0.29s
R=70099, TT=RebTrOw, NTX=20, TB=1748794661.04s, D=0.15s
R=70099, TT=RebCr, NTX=63, TB=1748794661.19s, D=0.35s
R=70100, TT=RebTrOw, NTX=20, TB=1748794663.32s, D=0.16s
R=70100, TT=RebCr, NTX=60, TB=1748794663.49s, D=0.33s
R=70101, TT=RebTrOw, NTX=20, TB=1748794665.58s, D=0.49s
R=70101, TT=RebCr, NTX=67, TB=1748794666.07s, D=0.32s
R=70102, TT=RebTrOw, NTX=20, TB=1748794667.94s, D=0.25s
R=70102, TT=RebCr, NTX=54, TB=1748794668.19s, D=0.35s
R=70103, TT=RebTrOw, NTX=20, TB=1748794670.15s, D=0.23s
R=70103, TT=RebCr, NTX=66, TB=1748794670.38s, D=0.27s
R=70104, TT=RebTrOw, NTX=20, TB=1748794672.23s, D=0.27s
R=70104, TT=RebCr, NTX=73, TB=1748794672.50s, D=0.37s
R=70105, TT=RebTrOw, NTX=20, TB=1748794674.35s, D=0.19s
R=70105, TT=RebCr, NTX=56, TB=1748794674.54s, D=0.42s
R=70106, TT=RebTrOw, NTX=20, TB=1748794676.61s, D=0.33s
R=70106, TT=RebCr, NTX=72, TB=1748794676.94s, D=0.30s
R=70107, TT=RebTrOw, NTX=20, TB=1748794678.77s, D=0.22s
R=70107, TT=RebCr, NTX=66, TB=1748794678.99s, D=0.40s
R=70108, TT=RebTrOw, NTX=20, TB=1748794680.93s, D=0.26s
R=70108, TT=RebCr, NTX=65, TB=1748794681.20s, D=0.39s
R=70109, TT=RebTrOw, NTX=20, TB=1748794683.09s, D=0.16s
R=70109, TT=RebCr, NTX=60, TB=1748794683.24s, D=0.58s
R=70110, TT=RebTrOw, NTX=20, TB=1748794685.65s, D=0.27s
R=70110, TT=RebCr, NTX=56, TB=1748794685.92s, D=0.48s
R=70111, TT=RebTrOw, NTX=20, TB=1748794687.86s, D=0.16s
R=70111, TT=RebCr, NTX=61, TB=1748794688.02s, D=0.35s
R=70112, TT=RebTrOw, NTX=20, TB=1748794690.24s, D=0.27s
R=70112, TT=RebCr, NTX=53, TB=1748794690.51s, D=0.24s
R=70113, TT=RebTrOw, NTX=20, TB=1748794692.90s, D=0.26s
R=70113, TT=RebCr, NTX=50, TB=1748794693.16s, D=0.27s
R=70114, TT=RebTrOw, NTX=20, TB=1748794694.96s, D=0.19s
R=70114, TT=RebCr, NTX=61, TB=1748794695.15s, D=0.32s
R=70115, TT=RebTrOw, NTX=20, TB=1748794697.22s, D=0.25s
R=70115, TT=RebCr, NTX=61, TB=1748794697.48s, D=0.37s
R=70116, TT=RebTrOw, NTX=20, TB=1748794699.29s, D=0.16s
R=70116, TT=RebCr, NTX=61, TB=1748794699.45s, D=0.39s
R=70117, TT=RebTrOw, NTX=20, TB=1748794701.59s, D=0.28s
R=70117, TT=RebCr, NTX=48, TB=1748794701.87s, D=0.33s
R=70118, TT=RebTrOw, NTX=20, TB=1748794703.75s, D=0.24s
R=70118, TT=RebCr, NTX=58, TB=1748794703.99s, D=0.40s
R=70119, TT=RebTrOw, NTX=20, TB=1748794705.90s, D=0.19s
R=70119, TT=RebCr, NTX=72, TB=1748794706.09s, D=0.41s
R=70120, TT=RebTrOw, NTX=20, TB=1748794708.19s, D=0.23s
R=70120, TT=RebCr, NTX=57, TB=1748794708.42s, D=0.36s
R=70121, TT=RebTrOw, NTX=20, TB=1748794710.34s, D=0.20s
R=70121, TT=RebCr, NTX=66, TB=1748794710.54s, D=0.37s
R=70122, TT=RebTrOw, NTX=20, TB=1748794712.55s, D=0.24s
R=70122, TT=RebCr, NTX=71, TB=1748794712.79s, D=0.34s
R=70123, TT=RebTrOw, NTX=20, TB=1748794714.64s, D=0.18s
R=70123, TT=RebCr, NTX=55, TB=1748794714.82s, D=0.31s
R=70124, TT=RebTrOw, NTX=20, TB=1748794716.82s, D=0.26s
R=70124, TT=RebCr, NTX=42, TB=1748794717.09s, D=0.30s
R=70125, TT=RebTrOw, NTX=20, TB=1748794718.89s, D=0.17s
R=70125, TT=RebCr, NTX=58, TB=1748794719.06s, D=0.36s
R=70126, TT=RebTrOw, NTX=20, TB=1748794721.19s, D=0.27s
R=70126, TT=RebCr, NTX=65, TB=1748794721.45s, D=0.32s
R=70127, TT=RebTrOw, NTX=20, TB=1748794723.33s, D=0.28s
R=70127, TT=RebCr, NTX=58, TB=1748794723.60s, D=0.31s
R=70128, TT=RebTrOw, NTX=20, TB=1748794725.48s, D=0.27s
R=70128, TT=RebCr, NTX=55, TB=1748794725.75s, D=0.39s
R=70129, TT=RebTrOw, NTX=20, TB=1748794727.66s, D=0.22s
R=70129, TT=RebCr, NTX=50, TB=1748794727.88s, D=0.31s
R=70130, TT=RebTrOw, NTX=20, TB=1748794729.72s, D=0.18s
R=70130, TT=RebCr, NTX=54, TB=1748794729.90s, D=0.29s
R=70131, TT=RebTrOw, NTX=20, TB=1748794731.92s, D=0.22s
R=70131, TT=RebCr, NTX=67, TB=1748794732.14s, D=0.39s
R=70132, TT=RebTrOw, NTX=20, TB=1748794734.11s, D=0.22s
R=70132, TT=RebCr, NTX=56, TB=1748794734.33s, D=0.37s
R=70133, TT=RebTrOw, NTX=20, TB=1748794736.32s, D=0.28s
R=70133, TT=RebCr, NTX=65, TB=1748794736.60s, D=0.36s
R=70134, TT=RebTrOw, NTX=20, TB=1748794738.51s, D=0.23s
R=70134, TT=RebCr, NTX=52, TB=1748794738.74s, D=0.34s
R=70135, TT=RebTrOw, NTX=20, TB=1748794740.47s, D=0.16s
R=70135, TT=RebCr, NTX=63, TB=1748794740.63s, D=0.40s
R=70136, TT=RebTrOw, NTX=20, TB=1748794742.83s, D=0.28s
R=70136, TT=RebCr, NTX=65, TB=1748794743.11s, D=0.52s
R=70137, TT=RebTrOw, NTX=20, TB=1748794745.18s, D=0.24s
R=70137, TT=RebCr, NTX=58, TB=1748794745.42s, D=0.36s
R=70138, TT=RebTrOw, NTX=20, TB=1748794747.33s, D=0.18s
R=70138, TT=RebCr, NTX=51, TB=1748794747.51s, D=0.34s
R=70139, TT=RebTrOw, NTX=20, TB=1748794749.90s, D=0.27s
R=70139, TT=RebCr, NTX=60, TB=1748794750.16s, D=0.25s
R=70140, TT=RebTrOw, NTX=20, TB=1748794752.04s, D=0.26s
R=70140, TT=RebCr, NTX=69, TB=1748794752.30s, D=0.30s
R=70141, TT=RebTrOw, NTX=20, TB=1748794754.16s, D=0.23s
R=70141, TT=RebCr, NTX=60, TB=1748794754.39s, D=0.30s
R=70142, TT=RebTrOw, NTX=20, TB=1748794756.31s, D=0.31s
R=70142, TT=RebCr, NTX=64, TB=1748794756.62s, D=0.27s
R=70143, TT=RebTrOw, NTX=20, TB=1748794758.48s, D=0.23s
R=70143, TT=RebCr, NTX=59, TB=1748794758.71s, D=0.31s
R=70144, TT=RebTrOw, NTX=20, TB=1748794760.55s, D=0.23s
R=70144, TT=RebCr, NTX=60, TB=1748794760.78s, D=0.37s
R=70145, TT=RebTrOw, NTX=20, TB=1748794762.79s, D=0.23s
R=70145, TT=RebCr, NTX=63, TB=1748794763.01s, D=0.40s
R=70146, TT=RebTrOw, NTX=20, TB=1748794764.85s, D=0.17s
R=70146, TT=RebCr, NTX=57, TB=1748794765.01s, D=0.35s
R=70147, TT=RebTrOw, NTX=20, TB=1748794767.05s, D=0.17s
R=70147, TT=RebCr, NTX=60, TB=1748794767.21s, D=0.41s
R=70148, TT=RebTrOw, NTX=20, TB=1748794769.29s, D=0.28s
R=70148, TT=RebCr, NTX=57, TB=1748794769.57s, D=0.33s
R=70149, TT=RebTrOw, NTX=20, TB=1748794771.45s, D=0.25s
R=70149, TT=RebCr, NTX=59, TB=1748794771.70s, D=0.30s
R=70150, TT=RebTrOw, NTX=20, TB=1748794773.64s, D=0.23s
R=70150, TT=RebCr, NTX=59, TB=1748794773.87s, D=0.32s
R=70151, TT=RebTrOw, NTX=20, TB=1748794775.79s, D=0.28s
R=70151, TT=RebCr, NTX=68, TB=1748794776.06s, D=0.33s
R=70152, TT=RebTrOw, NTX=20, TB=1748794777.87s, D=0.19s
R=70152, TT=RebCr, NTX=61, TB=1748794778.06s, D=0.33s
R=70153, TT=RebTrOw, NTX=20, TB=1748794779.93s, D=0.17s
R=70153, TT=RebCr, NTX=62, TB=1748794780.10s, D=0.38s
R=70154, TT=RebTrOw, NTX=20, TB=1748794782.30s, D=0.24s
R=70154, TT=RebCr, NTX=64, TB=1748794782.55s, D=0.29s
R=70155, TT=RebTrOw, NTX=20, TB=1748794784.45s, D=0.20s
R=70155, TT=RebCr, NTX=58, TB=1748794784.64s, D=0.35s
R=70156, TT=RebTrOw, NTX=20, TB=1748794786.57s, D=0.20s
R=70156, TT=RebCr, NTX=60, TB=1748794786.78s, D=0.36s
R=70157, TT=RebTrOw, NTX=20, TB=1748794788.65s, D=0.15s
R=70157, TT=RebCr, NTX=63, TB=1748794788.80s, D=0.37s
R=70158, TT=RebTrOw, NTX=20, TB=1748794790.95s, D=0.27s
R=70158, TT=RebCr, NTX=64, TB=1748794791.22s, D=0.32s
R=70159, TT=RebTrOw, NTX=20, TB=1748794792.93s, D=0.16s
R=70159, TT=RebCr, NTX=66, TB=1748794793.09s, D=0.43s
R=70160, TT=RebTrOw, NTX=20, TB=1748794795.36s, D=0.23s
R=70160, TT=RebCr, NTX=75, TB=1748794795.59s, D=0.34s
R=70161, TT=RebTrOw, NTX=20, TB=1748794797.55s, D=0.25s
R=70161, TT=RebCr, NTX=60, TB=1748794797.80s, D=0.33s
R=70162, TT=RebTrOw, NTX=20, TB=1748794799.64s, D=0.22s
R=70162, TT=RebCr, NTX=58, TB=1748794799.86s, D=0.37s
R=70163, TT=RebTrOw, NTX=20, TB=1748794801.84s, D=0.22s
R=70163, TT=RebCr, NTX=59, TB=1748794802.05s, D=0.29s
R=70164, TT=RebTrOw, NTX=20, TB=1748794803.99s, D=0.18s
R=70164, TT=RebCr, NTX=70, TB=1748794804.17s, D=0.49s
R=70165, TT=RebTrOw, NTX=20, TB=1748794806.36s, D=0.24s
R=70165, TT=RebCr, NTX=57, TB=1748794806.59s, D=0.57s
R=70166, TT=RebTrOw, NTX=20, TB=1748794808.83s, D=0.20s
R=70166, TT=RebCr, NTX=67, TB=1748794809.04s, D=0.39s
R=70167, TT=RebTrOw, NTX=20, TB=1748794811.11s, D=0.23s
R=70167, TT=RebCr, NTX=51, TB=1748794811.34s, D=0.30s
R=70168, TT=RebTrOw, NTX=20, TB=1748794813.55s, D=0.26s
R=70168, TT=RebCr, NTX=57, TB=1748794813.81s, D=0.24s
R=70169, TT=RebTrOw, NTX=20, TB=1748794815.48s, D=0.15s
R=70169, TT=RebCr, NTX=64, TB=1748794815.63s, D=0.40s
R=70170, TT=RebTrOw, NTX=20, TB=1748794817.78s, D=0.25s
R=70170, TT=RebCr, NTX=62, TB=1748794818.03s, D=0.30s
R=70171, TT=RebTrOw, NTX=20, TB=1748794819.75s, D=0.16s
R=70171, TT=RebCr, NTX=57, TB=1748794819.91s, D=0.41s
R=70172, TT=RebTrOw, NTX=20, TB=1748794822.07s, D=0.27s
R=70172, TT=RebCr, NTX=61, TB=1748794822.35s, D=0.33s
R=70173, TT=RebTrOw, NTX=20, TB=1748794824.20s, D=0.20s
R=70173, TT=RebCr, NTX=71, TB=1748794824.39s, D=0.39s
R=70174, TT=RebTrOw, NTX=20, TB=1748794826.43s, D=0.24s
R=70174, TT=RebCr, NTX=54, TB=1748794826.67s, D=0.28s
R=70175, TT=RebTrOw, NTX=20, TB=1748794828.51s, D=0.23s
R=70175, TT=RebCr, NTX=56, TB=1748794828.74s, D=0.35s
R=70176, TT=RebTrOw, NTX=20, TB=1748794830.73s, D=0.25s
R=70176, TT=RebCr, NTX=57, TB=1748794830.98s, D=0.37s
R=70177, TT=RebTrOw, NTX=20, TB=1748794832.95s, D=0.27s
R=70177, TT=RebCr, NTX=55, TB=1748794833.22s, D=0.32s
R=70178, TT=RebTrOw, NTX=20, TB=1748794835.03s, D=0.18s
R=70178, TT=RebCr, NTX=66, TB=1748794835.21s, D=0.32s
R=70179, TT=RebTrOw, NTX=20, TB=1748794837.13s, D=0.20s
R=70179, TT=RebCr, NTX=60, TB=1748794837.32s, D=0.34s
R=70180, TT=RebTrOw, NTX=20, TB=1748794839.43s, D=0.25s
R=70180, TT=RebCr, NTX=57, TB=1748794839.68s, D=0.29s
R=70181, TT=RebTrOw, NTX=20, TB=1748794841.58s, D=0.26s
R=70181, TT=RebCr, NTX=50, TB=1748794841.84s, D=0.28s
R=70182, TT=RebTrOw, NTX=20, TB=1748794843.60s, D=0.16s
R=70182, TT=RebCr, NTX=70, TB=1748794843.76s, D=0.43s
R=70183, TT=RebTrOw, NTX=20, TB=1748794845.95s, D=0.25s
R=70183, TT=RebCr, NTX=51, TB=1748794846.20s, D=0.46s
R=70184, TT=RebTrOw, NTX=20, TB=1748794848.25s, D=0.17s
