R=70001, TT=RebTrOw, NTX=20, TB=1748794445.13s, D=0.24s
R=70015, TT=RebTrOw, NTX=20, TB=1748794475.89s, D=0.20s
R=70015, TT=RebCr, NTX=60, TB=1748794476.09s, D=0.37s
R=70016, TT=RebTrOw, NTX=20, TB=1748794478.14s, D=0.26s
R=70016, TT=RebCr, NTX=69, TB=1748794478.40s, D=0.33s
R=70017, TT=RebTrOw, NTX=20, TB=1748794480.24s, D=0.20s
R=70017, TT=RebCr, NTX=62, TB=1748794480.44s, D=0.33s
R=70018, TT=RebTrOw, NTX=20, TB=1748794482.37s, D=0.17s
R=70018, TT=RebCr, NTX=65, TB=1748794482.54s, D=0.42s
R=70019, TT=RebTrOw, NTX=20, TB=1748794484.68s, D=0.25s
R=70019, TT=RebCr, NTX=64, TB=1748794484.92s, D=0.33s
R=70020, TT=RebTrOw, NTX=20, TB=1748794486.79s, D=0.22s
R=70020, TT=RebCr, NTX=50, TB=1748794487.01s, D=0.32s
R=70021, TT=RebTrOw, NTX=20, TB=1748794488.95s, D=0.23s
R=70021, TT=RebCr, NTX=60, TB=1748794489.18s, D=0.36s
R=70022, TT=RebTrOw, NTX=20, TB=1748794491.07s, D=0.23s
R=70022, TT=RebCr, NTX=68, TB=1748794491.29s, D=0.39s
R=70023, TT=RebTrOw, NTX=20, TB=1748794493.31s, D=0.24s
R=70023, TT=RebCr, NTX=71, TB=1748794493.56s, D=0.39s
R=70024, TT=RebTrOw, NTX=20, TB=1748794495.55s, D=0.25s
R=70024, TT=RebCr, NTX=64, TB=1748794495.81s, D=0.36s
R=70025, TT=RebTrOw, NTX=20, TB=1748794497.71s, D=0.26s
R=70025, TT=RebCr, NTX=56, TB=1748794497.98s, D=0.37s
R=70026, TT=RebTrOw, NTX=20, TB=1748794499.91s, D=0.31s
R=70026, TT=RebCr, NTX=74, TB=1748794500.21s, D=0.36s
R=70027, TT=RebTrOw, NTX=20, TB=1748794502.16s, D=0.26s
R=70027, TT=RebCr, NTX=55, TB=1748794502.42s, D=0.43s
R=70028, TT=RebTrOw, NTX=20, TB=1748794504.50s, D=0.28s
R=70028, TT=RebCr, NTX=61, TB=1748794504.78s, D=0.32s
R=70029, TT=RebTrOw, NTX=20, TB=1748794506.66s, D=0.21s
R=70029, TT=RebCr, NTX=61, TB=1748794506.87s, D=0.40s
R=70030, TT=RebTrOw, NTX=20, TB=1748794508.96s, D=0.19s
R=70030, TT=RebCr, NTX=66, TB=1748794509.14s, D=0.34s
R=70031, TT=RebTrOw, NTX=20, TB=1748794511.21s, D=0.22s
R=70031, TT=RebCr, NTX=62, TB=1748794511.43s, D=0.39s
R=70032, TT=RebTrOw, NTX=20, TB=1748794513.35s, D=0.16s
R=70032, TT=RebCr, NTX=53, TB=1748794513.51s, D=0.37s
R=70033, TT=RebTrOw, NTX=20, TB=1748794515.67s, D=0.24s
R=70033, TT=RebCr, NTX=60, TB=1748794515.90s, D=0.36s
R=70034, TT=RebTrOw, NTX=20, TB=1748794517.90s, D=0.23s
R=70034, TT=RebCr, NTX=68, TB=1748794518.13s, D=0.34s
R=70035, TT=RebTrOw, NTX=20, TB=1748794520.00s, D=0.20s
R=70035, TT=RebCr, NTX=55, TB=1748794520.20s, D=0.33s
R=70036, TT=RebTrOw, NTX=20, TB=1748794522.25s, D=0.23s
R=70036, TT=RebCr, NTX=59, TB=1748794522.47s, D=0.34s
R=70037, TT=RebTrOw, NTX=20, TB=1748794524.34s, D=0.20s
R=70037, TT=RebCr, NTX=48, TB=1748794524.54s, D=0.29s
R=70038, TT=RebTrOw, NTX=20, TB=1748794526.58s, D=0.22s
R=70038, TT=RebCr, NTX=57, TB=1748794526.80s, D=0.33s
R=70039, TT=RebTrOw, NTX=20, TB=1748794528.67s, D=0.22s
R=70039, TT=RebCr, NTX=59, TB=1748794528.89s, D=0.35s
R=70040, TT=RebTrOw, NTX=20, TB=1748794530.85s, D=0.18s
R=70040, TT=RebCr, NTX=66, TB=1748794531.03s, D=0.36s
R=70041, TT=RebTrOw, NTX=20, TB=1748794533.11s, D=0.27s
R=70041, TT=RebCr, NTX=53, TB=1748794533.38s, D=0.27s
R=70042, TT=RebTrOw, NTX=20, TB=1748794535.27s, D=0.22s
R=70042, TT=RebCr, NTX=64, TB=1748794535.50s, D=0.36s
R=70043, TT=RebTrOw, NTX=20, TB=1748794537.44s, D=0.24s
R=70043, TT=RebCr, NTX=57, TB=1748794537.68s, D=0.33s
R=70044, TT=RebTrOw, NTX=20, TB=1748794539.62s, D=0.25s
R=70044, TT=RebCr, NTX=62, TB=1748794539.87s, D=0.38s
R=70045, TT=RebTrOw, NTX=20, TB=1748794541.83s, D=0.24s
R=70045, TT=RebCr, NTX=49, TB=1748794542.07s, D=0.34s
R=70046, TT=RebTrOw, NTX=20, TB=1748794544.05s, D=0.27s
R=70046, TT=RebCr, NTX=65, TB=1748794544.32s, D=0.33s
R=70047, TT=RebTrOw, NTX=20, TB=1748794546.24s, D=0.27s
R=70047, TT=RebCr, NTX=71, TB=1748794546.51s, D=0.36s
R=70048, TT=RebTrOw, NTX=20, TB=1748794548.46s, D=0.26s
R=70048, TT=RebCr, NTX=69, TB=1748794548.72s, D=0.33s
R=70049, TT=RebTrOw, NTX=20, TB=1748794550.65s, D=0.28s
R=70049, TT=RebCr, NTX=69, TB=1748794550.93s, D=0.38s
R=70050, TT=RebTrOw, NTX=20, TB=1748794552.70s, D=0.15s
R=70050, TT=RebCr, NTX=52, TB=1748794552.85s, D=0.39s
R=70051, TT=RebTrOw, NTX=20, TB=1748794555.02s, D=0.27s
R=70051, TT=RebCr, NTX=58, TB=1748794555.29s, D=0.29s
R=70052, TT=RebTrOw, NTX=20, TB=1748794557.18s, D=0.23s
R=70052, TT=RebCr, NTX=60, TB=1748794557.42s, D=0.31s
R=70053, TT=RebTrOw, NTX=20, TB=1748794559.39s, D=0.22s
R=70053, TT=RebCr, NTX=70, TB=1748794559.61s, D=0.35s
R=70054, TT=RebTrOw, NTX=20, TB=1748794561.56s, D=0.23s
R=70054, TT=RebCr, NTX=60, TB=1748794561.79s, D=0.32s
R=70055, TT=RebTrOw, NTX=20, TB=1748794563.72s, D=0.26s
R=70055, TT=RebCr, NTX=64, TB=1748794563.97s, D=0.47s
R=70056, TT=RebTrOw, NTX=20, TB=1748794566.82s, D=0.13s
R=70056, TT=RebCr, NTX=73, TB=1748794566.95s, D=0.20s
R=70057, TT=RebTrOw, NTX=20, TB=1748794568.76s, D=0.19s
R=70057, TT=RebCr, NTX=59, TB=1748794568.95s, D=0.30s
R=70058, TT=RebTrOw, NTX=20, TB=1748794571.23s, D=0.27s
R=70058, TT=RebCr, NTX=62, TB=1748794571.49s, D=0.33s
R=70059, TT=RebTrOw, NTX=20, TB=1748794573.33s, D=0.21s
R=70059, TT=RebCr, NTX=65, TB=1748794573.55s, D=0.37s
R=70060, TT=RebTrOw, NTX=20, TB=1748794575.58s, D=0.25s
R=70060, TT=RebCr, NTX=61, TB=1748794575.84s, D=0.34s
R=70061, TT=RebTrOw, NTX=20, TB=1748794577.74s, D=0.24s
R=70061, TT=RebCr, NTX=49, TB=1748794577.98s, D=0.31s
R=70062, TT=RebTrOw, NTX=20, TB=1748794579.92s, D=0.25s
R=70062, TT=RebCr, NTX=54, TB=1748794580.17s, D=0.32s
R=70063, TT=RebTrOw, NTX=20, TB=1748794582.08s, D=0.26s
R=70063, TT=RebCr, NTX=58, TB=1748794582.34s, D=0.30s
R=70064, TT=RebTrOw, NTX=20, TB=1748794584.25s, D=0.23s
R=70064, TT=RebCr, NTX=59, TB=1748794584.49s, D=0.38s
R=70065, TT=RebTrOw, NTX=20, TB=1748794586.45s, D=0.25s
R=70065, TT=RebCr, NTX=72, TB=1748794586.70s, D=0.38s
R=70066, TT=RebTrOw, NTX=20, TB=1748794588.67s, D=0.24s
R=70066, TT=RebCr, NTX=67, TB=1748794588.91s, D=0.34s
R=70067, TT=RebTrOw, NTX=20, TB=1748794590.82s, D=0.23s
R=70067, TT=RebCr, NTX=59, TB=1748794591.06s, D=0.38s
R=70068, TT=RebTrOw, NTX=20, TB=1748794592.95s, D=0.17s
R=70068, TT=RebCr, NTX=55, TB=1748794593.13s, D=0.30s
R=70069, TT=RebTrOw, NTX=20, TB=1748794595.23s, D=0.31s
R=70069, TT=RebCr, NTX=61, TB=1748794595.54s, D=0.26s
R=70070, TT=RebTrOw, NTX=20, TB=1748794597.36s, D=0.24s
R=70070, TT=RebCr, NTX=61, TB=1748794597.60s, D=0.37s
R=70071, TT=RebTrOw, NTX=20, TB=1748794599.54s, D=0.26s
R=70071, TT=RebCr, NTX=64, TB=1748794599.81s, D=0.34s
R=70072, TT=RebTrOw, NTX=20, TB=1748794601.73s, D=0.23s
R=70072, TT=RebCr, NTX=71, TB=1748794601.96s, D=0.37s
R=70073, TT=RebTrOw, NTX=20, TB=1748794603.89s, D=0.21s
R=70073, TT=RebCr, NTX=53, TB=1748794604.10s, D=0.36s
R=70074, TT=RebTrOw, NTX=20, TB=1748794605.97s, D=0.17s
R=70074, TT=RebCr, NTX=56, TB=1748794606.14s, D=0.36s
R=70075, TT=RebTrOw, NTX=20, TB=1748794608.40s, D=0.23s
R=70075, TT=RebCr, NTX=64, TB=1748794608.63s, D=0.30s
R=70076, TT=RebTrOw, NTX=20, TB=1748794610.44s, D=0.19s
R=70076, TT=RebCr, NTX=73, TB=1748794610.63s, D=0.35s
R=70077, TT=RebTrOw, NTX=20, TB=1748794612.67s, D=0.20s
R=70077, TT=RebCr, NTX=48, TB=1748794612.87s, D=0.39s
R=70078, TT=RebTrOw, NTX=20, TB=1748794614.78s, D=0.19s
R=70078, TT=RebCr, NTX=62, TB=1748794614.97s, D=0.35s
R=70079, TT=RebTrOw, NTX=20, TB=1748794617.03s, D=0.21s
R=70079, TT=RebCr, NTX=61, TB=1748794617.24s, D=0.43s
R=70080, TT=RebTrOw, NTX=20, TB=1748794619.24s, D=0.24s
R=70080, TT=RebCr, NTX=60, TB=1748794619.48s, D=0.33s
R=70081, TT=RebTrOw, NTX=20, TB=1748794621.41s, D=0.23s
R=70081, TT=RebCr, NTX=63, TB=1748794621.64s, D=0.35s
R=70082, TT=RebTrOw, NTX=20, TB=1748794623.65s, D=0.19s
R=70082, TT=RebCr, NTX=56, TB=1748794623.83s, D=0.41s
R=70083, TT=RebTrOw, NTX=20, TB=1748794626.73s, D=0.13s
R=70083, TT=RebCr, NTX=52, TB=1748794626.86s, D=0.18s
R=70084, TT=RebTrOw, NTX=20, TB=1748794628.63s, D=0.24s
R=70084, TT=RebCr, NTX=62, TB=1748794628.87s, D=0.33s
R=70085, TT=RebTrOw, NTX=20, TB=1748794630.74s, D=0.17s
R=70085, TT=RebCr, NTX=61, TB=1748794630.90s, D=0.31s
R=70086, TT=RebTrOw, NTX=20, TB=1748794632.98s, D=0.18s
R=70086, TT=RebCr, NTX=75, TB=1748794633.16s, D=0.42s
R=70087, TT=RebTrOw, NTX=20, TB=1748794635.24s, D=0.22s
R=70087, TT=RebCr, NTX=68, TB=1748794635.46s, D=0.33s
R=70088, TT=RebTrOw, NTX=20, TB=1748794637.37s, D=0.27s
R=70088, TT=RebCr, NTX=53, TB=1748794637.64s, D=0.28s
R=70089, TT=RebTrOw, NTX=20, TB=1748794639.52s, D=0.24s
R=70089, TT=RebCr, NTX=61, TB=1748794639.76s, D=0.33s
R=70090, TT=RebTrOw, NTX=20, TB=1748794641.65s, D=0.25s
R=70090, TT=RebCr, NTX=68, TB=1748794641.90s, D=0.37s
R=70091, TT=RebTrOw, NTX=20, TB=1748794643.88s, D=0.26s
R=70091, TT=RebCr, NTX=55, TB=1748794644.14s, D=0.33s
R=70092, TT=RebTrOw, NTX=20, TB=1748794646.07s, D=0.26s
R=70092, TT=RebCr, NTX=58, TB=1748794646.33s, D=0.32s
R=70093, TT=RebTrOw, NTX=20, TB=1748794648.24s, D=0.26s
R=70093, TT=RebCr, NTX=53, TB=1748794648.51s, D=0.30s
R=70094, TT=RebTrOw, NTX=20, TB=1748794650.39s, D=0.23s
R=70094, TT=RebCr, NTX=53, TB=1748794650.62s, D=0.38s
R=70095, TT=RebTrOw, NTX=20, TB=1748794652.54s, D=0.21s
R=70095, TT=RebCr, NTX=54, TB=1748794652.75s, D=0.38s
R=70096, TT=RebTrOw, NTX=20, TB=1748794654.79s, D=0.24s
R=70096, TT=RebCr, NTX=61, TB=1748794655.03s, D=0.35s
R=70097, TT=RebTrOw, NTX=20, TB=1748794656.92s, D=0.24s
R=70097, TT=RebCr, NTX=56, TB=1748794657.16s, D=0.36s
R=70098, TT=RebTrOw, NTX=20, TB=1748794659.01s, D=0.16s
R=70098, TT=RebCr, NTX=64, TB=1748794659.17s, D=0.37s
R=70099, TT=RebTrOw, NTX=20, TB=1748794661.25s, D=0.24s
R=70099, TT=RebCr, NTX=71, TB=1748794661.48s, D=0.38s
R=70100, TT=RebTrOw, NTX=20, TB=1748794663.45s, D=0.27s
R=70100, TT=RebCr, NTX=63, TB=1748794663.71s, D=0.29s
R=70101, TT=RebTrOw, NTX=20, TB=1748794665.48s, D=0.14s
R=70101, TT=RebCr, NTX=64, TB=1748794665.62s, D=0.52s
R=70102, TT=RebTrOw, NTX=20, TB=1748794667.91s, D=0.21s
R=70102, TT=RebCr, NTX=57, TB=1748794668.11s, D=0.42s
R=70103, TT=RebTrOw, NTX=20, TB=1748794669.74s, D=0.14s
R=70103, TT=RebCr, NTX=57, TB=1748794669.88s, D=0.23s
R=70104, TT=RebTrOw, NTX=20, TB=1748794672.23s, D=0.25s
R=70104, TT=RebCr, NTX=58, TB=1748794672.48s, D=0.34s
R=70105, TT=RebTrOw, NTX=20, TB=1748794674.35s, D=0.16s
R=70105, TT=RebCr, NTX=52, TB=1748794674.52s, D=0.29s
R=70106, TT=RebTrOw, NTX=20, TB=1748794676.56s, D=0.20s
R=70106, TT=RebCr, NTX=58, TB=1748794676.77s, D=0.28s
R=70107, TT=RebTrOw, NTX=20, TB=1748794678.78s, D=0.21s
R=70107, TT=RebCr, NTX=67, TB=1748794678.99s, D=0.39s
R=70108, TT=RebTrOw, NTX=20, TB=1748794680.95s, D=0.28s
R=70108, TT=RebCr, NTX=65, TB=1748794681.23s, D=0.34s
R=70109, TT=RebTrOw, NTX=20, TB=1748794683.20s, D=0.35s
R=70109, TT=RebCr, NTX=54, TB=1748794683.55s, D=0.32s
R=70110, TT=RebTrOw, NTX=20, TB=1748794685.70s, D=0.28s
R=70110, TT=RebCr, NTX=58, TB=1748794685.98s, D=0.43s
R=70111, TT=RebTrOw, NTX=20, TB=1748794687.94s, D=0.22s
R=70111, TT=RebCr, NTX=60, TB=1748794688.16s, D=0.40s
R=70112, TT=RebTrOw, NTX=20, TB=1748794690.19s, D=0.25s
R=70112, TT=RebCr, NTX=58, TB=1748794690.44s, D=0.28s
R=70113, TT=RebTrOw, NTX=20, TB=1748794692.83s, D=0.24s
R=70113, TT=RebCr, NTX=54, TB=1748794693.08s, D=0.36s
R=70114, TT=RebTrOw, NTX=20, TB=1748794695.06s, D=0.23s
R=70114, TT=RebCr, NTX=57, TB=1748794695.29s, D=0.36s
R=70115, TT=RebTrOw, NTX=20, TB=1748794697.24s, D=0.25s
R=70115, TT=RebCr, NTX=60, TB=1748794697.49s, D=0.33s
R=70116, TT=RebTrOw, NTX=20, TB=1748794699.36s, D=0.19s
R=70116, TT=RebCr, NTX=61, TB=1748794699.55s, D=0.32s
R=70117, TT=RebTrOw, NTX=20, TB=1748794701.56s, D=0.21s
R=70117, TT=RebCr, NTX=65, TB=1748794701.76s, D=0.31s
R=70118, TT=RebTrOw, NTX=20, TB=1748794703.78s, D=0.26s
R=70118, TT=RebCr, NTX=63, TB=1748794704.03s, D=0.37s
R=70119, TT=RebTrOw, NTX=20, TB=1748794706.02s, D=0.25s
R=70119, TT=RebCr, NTX=57, TB=1748794706.27s, D=0.36s
R=70120, TT=RebTrOw, NTX=20, TB=1748794708.16s, D=0.21s
R=70120, TT=RebCr, NTX=46, TB=1748794708.37s, D=0.40s
R=70121, TT=RebTrOw, NTX=20, TB=1748794710.36s, D=0.22s
R=70121, TT=RebCr, NTX=63, TB=1748794710.57s, D=0.41s
R=70122, TT=RebTrOw, NTX=20, TB=1748794712.50s, D=0.18s
R=70122, TT=RebCr, NTX=49, TB=1748794712.68s, D=0.26s
R=70123, TT=RebTrOw, NTX=20, TB=1748794714.68s, D=0.26s
R=70123, TT=RebCr, NTX=58, TB=1748794714.94s, D=0.33s
R=70124, TT=RebTrOw, NTX=20, TB=1748794716.81s, D=0.25s
R=70124, TT=RebCr, NTX=60, TB=1748794717.05s, D=0.36s
R=70125, TT=RebTrOw, NTX=20, TB=1748794719.00s, D=0.25s
R=70125, TT=RebCr, NTX=52, TB=1748794719.26s, D=0.33s
R=70126, TT=RebTrOw, NTX=20, TB=1748794721.15s, D=0.24s
R=70126, TT=RebCr, NTX=61, TB=1748794721.39s, D=0.38s
R=70127, TT=RebTrOw, NTX=20, TB=1748794723.32s, D=0.26s
R=70127, TT=RebCr, NTX=38, TB=1748794723.58s, D=0.26s
R=70128, TT=RebTrOw, NTX=20, TB=1748794725.48s, D=0.29s
R=70128, TT=RebCr, NTX=56, TB=1748794725.77s, D=0.35s
R=70129, TT=RebTrOw, NTX=20, TB=1748794727.26s, D=0.13s
R=70129, TT=RebCr, NTX=77, TB=1748794727.39s, D=0.24s
R=70130, TT=RebTrOw, NTX=20, TB=1748794729.78s, D=0.23s
R=70130, TT=RebCr, NTX=53, TB=1748794730.01s, D=0.34s
R=70131, TT=RebTrOw, NTX=20, TB=1748794731.95s, D=0.25s
R=70131, TT=RebCr, NTX=56, TB=1748794732.20s, D=0.32s
R=70132, TT=RebTrOw, NTX=20, TB=1748794734.17s, D=0.24s
R=70132, TT=RebCr, NTX=66, TB=1748794734.41s, D=0.35s
R=70133, TT=RebTrOw, NTX=20, TB=1748794736.34s, D=0.28s
R=70133, TT=RebCr, NTX=62, TB=1748794736.62s, D=0.34s
R=70134, TT=RebTrOw, NTX=20, TB=1748794738.55s, D=0.23s
R=70134, TT=RebCr, NTX=57, TB=1748794738.78s, D=0.32s
R=70135, TT=RebTrOw, NTX=20, TB=1748794740.69s, D=0.27s
R=70135, TT=RebCr, NTX=57, TB=1748794740.96s, D=0.25s
R=70136, TT=RebTrOw, NTX=20, TB=1748794742.73s, D=0.21s
R=70136, TT=RebCr, NTX=63, TB=1748794742.94s, D=0.38s
R=70137, TT=RebTrOw, NTX=20, TB=1748794745.22s, D=0.25s
R=70137, TT=RebCr, NTX=54, TB=1748794745.47s, D=0.36s
R=70138, TT=RebTrOw, NTX=20, TB=1748794747.41s, D=0.22s
R=70138, TT=RebCr, NTX=59, TB=1748794747.63s, D=0.40s
R=70139, TT=RebTrOw, NTX=20, TB=1748794749.58s, D=0.14s
R=70139, TT=RebCr, NTX=66, TB=1748794749.72s, D=0.27s
R=70140, TT=RebTrOw, NTX=20, TB=1748794751.88s, D=0.21s
R=70140, TT=RebCr, NTX=71, TB=1748794752.09s, D=0.32s
R=70141, TT=RebTrOw, NTX=20, TB=1748794754.19s, D=0.26s
R=70141, TT=RebCr, NTX=65, TB=1748794754.45s, D=0.26s
R=70142, TT=RebTrOw, NTX=20, TB=1748794756.05s, D=0.15s
R=70142, TT=RebCr, NTX=69, TB=1748794756.20s, D=0.30s
R=70143, TT=RebTrOw, NTX=20, TB=1748794758.51s, D=0.26s
R=70143, TT=RebCr, NTX=68, TB=1748794758.77s, D=0.29s
R=70144, TT=RebTrOw, NTX=20, TB=1748794760.69s, D=0.26s
R=70144, TT=RebCr, NTX=65, TB=1748794760.95s, D=0.28s
R=70145, TT=RebTrOw, NTX=20, TB=1748794762.83s, D=0.25s
R=70145, TT=RebCr, NTX=56, TB=1748794763.09s, D=0.31s
R=70146, TT=RebTrOw, NTX=20, TB=1748794765.04s, D=0.26s
R=70146, TT=RebCr, NTX=47, TB=1748794765.30s, D=0.22s
R=70147, TT=RebTrOw, NTX=20, TB=1748794767.15s, D=0.26s
R=70147, TT=RebCr, NTX=61, TB=1748794767.42s, D=0.28s
R=70148, TT=RebTrOw, NTX=20, TB=1748794769.25s, D=0.18s
R=70148, TT=RebCr, NTX=58, TB=1748794769.43s, D=0.29s
R=70149, TT=RebTrOw, NTX=20, TB=1748794771.55s, D=0.26s
R=70149, TT=RebCr, NTX=62, TB=1748794771.81s, D=0.25s
R=70150, TT=RebTrOw, NTX=20, TB=1748794773.43s, D=0.17s
R=70150, TT=RebCr, NTX=56, TB=1748794773.60s, D=0.37s
R=70151, TT=RebTrOw, NTX=20, TB=1748794775.77s, D=0.25s
R=70151, TT=RebCr, NTX=59, TB=1748794776.02s, D=0.36s
R=70152, TT=RebTrOw, NTX=20, TB=1748794778.00s, D=0.28s
R=70152, TT=RebCr, NTX=62, TB=1748794778.28s, D=0.31s
R=70153, TT=RebTrOw, NTX=20, TB=1748794780.18s, D=0.28s
R=70153, TT=RebCr, NTX=50, TB=1748794780.46s, D=0.23s
R=70154, TT=RebTrOw, NTX=20, TB=1748794782.29s, D=0.23s
R=70154, TT=RebCr, NTX=62, TB=1748794782.51s, D=0.28s
R=70155, TT=RebTrOw, NTX=20, TB=1748794784.56s, D=0.24s
R=70155, TT=RebCr, NTX=76, TB=1748794784.80s, D=0.28s
R=70156, TT=RebTrOw, NTX=20, TB=1748794786.65s, D=0.24s
R=70156, TT=RebCr, NTX=64, TB=1748794786.89s, D=0.38s
R=70157, TT=RebTrOw, NTX=20, TB=1748794788.88s, D=0.27s
R=70157, TT=RebCr, NTX=59, TB=1748794789.14s, D=0.23s
R=70158, TT=RebTrOw, NTX=20, TB=1748794790.93s, D=0.25s
R=70158, TT=RebCr, NTX=72, TB=1748794791.19s, D=0.36s
R=70159, TT=RebTrOw, NTX=20, TB=1748794793.12s, D=0.24s
R=70159, TT=RebCr, NTX=60, TB=1748794793.35s, D=0.35s
R=70160, TT=RebTrOw, NTX=20, TB=1748794795.33s, D=0.22s
R=70160, TT=RebCr, NTX=65, TB=1748794795.55s, D=0.35s
R=70161, TT=RebTrOw, NTX=20, TB=1748794797.52s, D=0.25s
R=70161, TT=RebCr, NTX=57, TB=1748794797.77s, D=0.35s
R=70162, TT=RebTrOw, NTX=20, TB=1748794799.70s, D=0.26s
R=70162, TT=RebCr, NTX=55, TB=1748794799.96s, D=0.36s
R=70163, TT=RebTrOw, NTX=20, TB=1748794801.95s, D=0.29s
R=70163, TT=RebCr, NTX=63, TB=1748794802.23s, D=0.34s
R=70164, TT=RebTrOw, NTX=20, TB=1748794804.09s, D=0.22s
R=70164, TT=RebCr, NTX=71, TB=1748794804.30s, D=0.37s
R=70165, TT=RebTrOw, NTX=20, TB=1748794806.71s, D=0.31s
R=70165, TT=RebCr, NTX=58, TB=1748794807.02s, D=0.26s
R=70166, TT=RebTrOw, NTX=20, TB=1748794808.91s, D=0.22s
R=70166, TT=RebCr, NTX=64, TB=1748794809.14s, D=0.38s
R=70167, TT=RebTrOw, NTX=20, TB=1748794811.11s, D=0.21s
R=70167, TT=RebCr, NTX=50, TB=1748794811.31s, D=0.28s
R=70168, TT=RebTrOw, NTX=20, TB=1748794813.48s, D=0.21s
R=70168, TT=RebCr, NTX=60, TB=1748794813.69s, D=0.30s
R=70169, TT=RebTrOw, NTX=20, TB=1748794815.41s, D=0.15s
R=70169, TT=RebCr, NTX=65, TB=1748794815.56s, D=0.35s
R=70170, TT=RebTrOw, NTX=20, TB=1748794817.66s, D=0.16s
R=70170, TT=RebCr, NTX=52, TB=1748794817.82s, D=0.35s
R=70171, TT=RebTrOw, NTX=20, TB=1748794819.94s, D=0.26s
R=70171, TT=RebCr, NTX=55, TB=1748794820.20s, D=0.28s
R=70172, TT=RebTrOw, NTX=20, TB=1748794822.08s, D=0.25s
R=70172, TT=RebCr, NTX=67, TB=1748794822.33s, D=0.35s
R=70173, TT=RebTrOw, NTX=20, TB=1748794824.23s, D=0.20s
R=70173, TT=RebCr, NTX=64, TB=1748794824.43s, D=0.35s
R=70174, TT=RebTrOw, NTX=20, TB=1748794826.23s, D=0.15s
R=70174, TT=RebCr, NTX=56, TB=1748794826.38s, D=0.26s
R=70175, TT=RebTrOw, NTX=20, TB=1748794828.53s, D=0.24s
R=70175, TT=RebCr, NTX=54, TB=1748794828.77s, D=0.33s
R=70176, TT=RebTrOw, NTX=20, TB=1748794830.74s, D=0.24s
R=70176, TT=RebCr, NTX=61, TB=1748794830.97s, D=0.38s
R=70177, TT=RebTrOw, NTX=20, TB=1748794832.89s, D=0.23s
R=70177, TT=RebCr, NTX=61, TB=1748794833.12s, D=0.37s
R=70178, TT=RebTrOw, NTX=20, TB=1748794835.05s, D=0.18s
R=70178, TT=RebCr, NTX=62, TB=1748794835.23s, D=0.45s
R=70179, TT=RebTrOw, NTX=20, TB=1748794837.29s, D=0.23s
R=70179, TT=RebCr, NTX=50, TB=1748794837.51s, D=0.32s
R=70180, TT=RebTrOw, NTX=20, TB=1748794839.42s, D=0.22s
R=70180, TT=RebCr, NTX=70, TB=1748794839.64s, D=0.35s
R=70181, TT=RebTrOw, NTX=20, TB=1748794841.54s, D=0.22s
R=70181, TT=RebCr, NTX=55, TB=1748794841.76s, D=0.33s
R=70182, TT=RebTrOw, NTX=20, TB=1748794843.71s, D=0.30s
R=70182, TT=RebCr, NTX=69, TB=1748794844.01s, D=0.35s
R=70183, TT=RebTrOw, NTX=20, TB=1748794845.91s, D=0.27s
R=70183, TT=RebCr, NTX=57, TB=1748794846.19s, D=0.35s
R=70184, TT=RebTrOw, NTX=20, TB=1748794848.32s, D=0.22s
