R=20001, TT=RebTrOw, NTX=20, TB=1748680647.70s, D=0.21s
R=20060, TT=RebTrOw, NTX=20, TB=1748680778.92s, D=0.28s
R=20060, TT=RebCr, NTX=62, TB=1748680779.20s, D=0.30s
R=20061, TT=RebTrOw, NTX=20, TB=1748680781.06s, D=0.27s
R=20061, TT=RebCr, NTX=64, TB=1748680781.34s, D=0.37s
R=20062, TT=RebTrOw, NTX=20, TB=1748680783.28s, D=0.28s
R=20062, TT=RebCr, NTX=60, TB=1748680783.56s, D=0.32s
R=20063, TT=RebTrOw, NTX=20, TB=1748680785.41s, D=0.24s
R=20063, TT=RebCr, NTX=73, TB=1748680785.65s, D=0.57s
R=20064, TT=RebTrOw, NTX=20, TB=1748680787.83s, D=0.24s
R=20064, TT=RebCr, NTX=70, TB=1748680788.07s, D=0.38s
R=20065, TT=RebTrOw, NTX=20, TB=1748680790.02s, D=0.25s
R=20065, TT=RebCr, NTX=57, TB=1748680790.28s, D=0.33s
R=20066, TT=RebTrOw, NTX=20, TB=1748680792.20s, D=0.26s
R=20066, TT=RebCr, NTX=54, TB=1748680792.46s, D=0.34s
R=20067, TT=RebTrOw, NTX=20, TB=1748680794.38s, D=0.26s
R=20067, TT=RebCr, NTX=66, TB=1748680794.64s, D=0.33s
R=20068, TT=RebTrOw, NTX=20, TB=1748680796.52s, D=0.24s
R=20068, TT=RebCr, NTX=59, TB=1748680796.77s, D=0.40s
R=20069, TT=RebTrOw, NTX=20, TB=1748680798.74s, D=0.22s
R=20069, TT=RebCr, NTX=65, TB=1748680798.96s, D=0.30s
R=20070, TT=RebTrOw, NTX=20, TB=1748680801.02s, D=0.30s
R=20070, TT=RebCr, NTX=52, TB=1748680801.32s, D=0.31s
R=20071, TT=RebTrOw, NTX=20, TB=1748680803.26s, D=0.57s
R=20071, TT=RebCr, NTX=58, TB=1748680803.83s, D=0.44s
R=20072, TT=RebTrOw, NTX=20, TB=1748680805.86s, D=0.30s
R=20072, TT=RebCr, NTX=56, TB=1748680806.16s, D=0.42s
R=20073, TT=RebTrOw, NTX=20, TB=1748680808.15s, D=0.29s
R=20073, TT=RebCr, NTX=58, TB=1748680808.45s, D=0.38s
R=20074, TT=RebTrOw, NTX=20, TB=1748680810.41s, D=0.31s
R=20074, TT=RebCr, NTX=62, TB=1748680810.72s, D=0.33s
R=20075, TT=RebTrOw, NTX=20, TB=1748680812.63s, D=0.28s
R=20075, TT=RebCr, NTX=50, TB=1748680812.91s, D=0.30s
R=20076, TT=RebTrOw, NTX=20, TB=1748680814.79s, D=0.27s
R=20076, TT=RebCr, NTX=58, TB=1748680815.07s, D=0.34s
R=20077, TT=RebTrOw, NTX=20, TB=1748680817.22s, D=0.25s
R=20077, TT=RebCr, NTX=51, TB=1748680817.47s, D=0.38s
R=20078, TT=RebTrOw, NTX=20, TB=1748680819.45s, D=0.24s
R=20078, TT=RebCr, NTX=56, TB=1748680819.69s, D=0.33s
R=20079, TT=RebTrOw, NTX=20, TB=1748680821.54s, D=0.23s
R=20079, TT=RebCr, NTX=67, TB=1748680821.77s, D=0.41s
R=20080, TT=RebTrOw, NTX=20, TB=1748680823.75s, D=0.26s
R=20080, TT=RebCr, NTX=73, TB=1748680824.00s, D=0.34s
R=20081, TT=RebTrOw, NTX=20, TB=1748680825.91s, D=0.29s
R=20081, TT=RebCr, NTX=55, TB=1748680826.20s, D=0.37s
R=20082, TT=RebTrOw, NTX=20, TB=1748680828.19s, D=0.29s
R=20082, TT=RebCr, NTX=54, TB=1748680828.48s, D=0.31s
R=20083, TT=RebTrOw, NTX=20, TB=1748680830.39s, D=0.27s
R=20083, TT=RebCr, NTX=63, TB=1748680830.66s, D=0.34s
R=20084, TT=RebTrOw, NTX=20, TB=1748680832.50s, D=0.20s
R=20084, TT=RebCr, NTX=55, TB=1748680832.70s, D=0.35s
R=20085, TT=RebTrOw, NTX=20, TB=1748680834.78s, D=0.29s
R=20085, TT=RebCr, NTX=53, TB=1748680835.07s, D=0.29s
R=20086, TT=RebTrOw, NTX=20, TB=1748680836.95s, D=0.23s
R=20086, TT=RebCr, NTX=66, TB=1748680837.19s, D=0.41s
R=20087, TT=RebTrOw, NTX=20, TB=1748680839.14s, D=0.25s
R=20087, TT=RebCr, NTX=58, TB=1748680839.40s, D=0.34s
R=20088, TT=RebTrOw, NTX=20, TB=1748680841.34s, D=0.29s
R=20088, TT=RebCr, NTX=62, TB=1748680841.63s, D=0.31s
R=20089, TT=RebTrOw, NTX=20, TB=1748680843.51s, D=0.26s
R=20089, TT=RebCr, NTX=58, TB=1748680843.77s, D=0.35s
R=20090, TT=RebTrOw, NTX=20, TB=1748680845.69s, D=0.35s
R=20090, TT=RebCr, NTX=61, TB=1748680846.04s, D=0.37s
R=20091, TT=RebTrOw, NTX=20, TB=1748680848.01s, D=0.26s
R=20091, TT=RebCr, NTX=62, TB=1748680848.27s, D=0.41s
R=20092, TT=RebTrOw, NTX=20, TB=1748680850.25s, D=0.27s
R=20092, TT=RebCr, NTX=62, TB=1748680850.52s, D=0.34s
R=20093, TT=RebTrOw, NTX=20, TB=1748680852.37s, D=0.16s
R=20093, TT=RebCr, NTX=59, TB=1748680852.53s, D=0.36s
R=20094, TT=RebTrOw, NTX=20, TB=1748680854.69s, D=0.27s
R=20094, TT=RebCr, NTX=61, TB=1748680854.96s, D=0.33s
R=20095, TT=RebTrOw, NTX=20, TB=1748680856.83s, D=0.24s
R=20095, TT=RebCr, NTX=63, TB=1748680857.07s, D=0.37s
R=20096, TT=RebTrOw, NTX=20, TB=1748680859.04s, D=0.28s
R=20096, TT=RebCr, NTX=58, TB=1748680859.31s, D=0.38s
R=20097, TT=RebTrOw, NTX=20, TB=1748680861.34s, D=0.29s
R=20097, TT=RebCr, NTX=55, TB=1748680861.62s, D=0.27s
R=20098, TT=RebTrOw, NTX=20, TB=1748680863.37s, D=0.32s
R=20098, TT=RebCr, NTX=56, TB=1748680863.70s, D=0.46s
R=20099, TT=RebTrOw, NTX=20, TB=1748680865.78s, D=0.33s
R=20099, TT=RebCr, NTX=53, TB=1748680866.11s, D=0.26s
R=20100, TT=RebTrOw, NTX=20, TB=1748680867.91s, D=0.32s
R=20100, TT=RebCr, NTX=68, TB=1748680868.23s, D=0.34s
R=20101, TT=RebTrOw, NTX=20, TB=1748680869.83s, D=0.13s
R=20101, TT=RebCr, NTX=65, TB=1748680869.97s, D=0.23s
R=20102, TT=RebTrOw, NTX=20, TB=1748680872.35s, D=0.26s
R=20102, TT=RebCr, NTX=51, TB=1748680872.62s, D=0.35s
R=20103, TT=RebTrOw, NTX=20, TB=1748680874.60s, D=0.22s
R=20103, TT=RebCr, NTX=61, TB=1748680874.83s, D=0.38s
R=20104, TT=RebTrOw, NTX=20, TB=1748680876.78s, D=0.25s
R=20104, TT=RebCr, NTX=46, TB=1748680877.04s, D=0.27s
R=20105, TT=RebTrOw, NTX=20, TB=1748680879.17s, D=0.26s
R=20105, TT=RebCr, NTX=71, TB=1748680879.43s, D=0.33s
R=20106, TT=RebTrOw, NTX=20, TB=1748680881.36s, D=0.25s
R=20106, TT=RebCr, NTX=74, TB=1748680881.61s, D=0.36s
R=20107, TT=RebTrOw, NTX=20, TB=1748680883.56s, D=0.28s
R=20107, TT=RebCr, NTX=62, TB=1748680883.84s, D=0.27s
R=20108, TT=RebTrOw, NTX=20, TB=1748680885.66s, D=0.27s
R=20108, TT=RebCr, NTX=72, TB=1748680885.93s, D=0.35s
R=20109, TT=RebTrOw, NTX=20, TB=1748680887.84s, D=0.29s
R=20109, TT=RebCr, NTX=68, TB=1748680888.12s, D=0.33s
R=20110, TT=RebTrOw, NTX=20, TB=1748680889.93s, D=0.15s
R=20110, TT=RebCr, NTX=64, TB=1748680890.08s, D=0.38s
R=20111, TT=RebTrOw, NTX=20, TB=1748680892.22s, D=0.25s
R=20111, TT=RebCr, NTX=56, TB=1748680892.47s, D=0.34s
R=20112, TT=RebTrOw, NTX=20, TB=1748680894.41s, D=0.30s
R=20112, TT=RebCr, NTX=49, TB=1748680894.71s, D=0.28s
R=20113, TT=RebTrOw, NTX=20, TB=1748680896.52s, D=0.21s
R=20113, TT=RebCr, NTX=62, TB=1748680896.73s, D=0.39s
R=20114, TT=RebTrOw, NTX=20, TB=1748680898.77s, D=0.26s
R=20114, TT=RebCr, NTX=69, TB=1748680899.03s, D=0.35s
R=20115, TT=RebTrOw, NTX=20, TB=1748680900.92s, D=0.24s
R=20115, TT=RebCr, NTX=54, TB=1748680901.16s, D=0.45s
R=20116, TT=RebTrOw, NTX=20, TB=1748680903.21s, D=0.31s
R=20116, TT=RebCr, NTX=53, TB=1748680903.52s, D=0.25s
R=20117, TT=RebTrOw, NTX=20, TB=1748680905.35s, D=0.25s
R=20117, TT=RebCr, NTX=53, TB=1748680905.60s, D=0.47s
R=20118, TT=RebTrOw, NTX=20, TB=1748680907.63s, D=0.25s
R=20118, TT=RebCr, NTX=57, TB=1748680907.88s, D=0.38s
R=20119, TT=RebTrOw, NTX=20, TB=1748680909.85s, D=0.26s
R=20119, TT=RebCr, NTX=60, TB=1748680910.11s, D=0.34s
R=20120, TT=RebTrOw, NTX=20, TB=1748680912.07s, D=0.29s
R=20120, TT=RebCr, NTX=56, TB=1748680912.36s, D=0.27s
R=20121, TT=RebTrOw, NTX=20, TB=1748680913.98s, D=0.16s
R=20121, TT=RebCr, NTX=53, TB=1748680914.13s, D=0.33s
R=20122, TT=RebTrOw, NTX=20, TB=1748680916.36s, D=0.27s
R=20122, TT=RebCr, NTX=59, TB=1748680916.63s, D=0.43s
R=20123, TT=RebTrOw, NTX=20, TB=1748680918.62s, D=0.30s
R=20123, TT=RebCr, NTX=63, TB=1748680918.92s, D=0.30s
R=20124, TT=RebTrOw, NTX=20, TB=1748680920.77s, D=0.29s
R=20124, TT=RebCr, NTX=56, TB=1748680921.06s, D=0.38s
R=20125, TT=RebTrOw, NTX=20, TB=1748680923.03s, D=0.30s
R=20125, TT=RebCr, NTX=61, TB=1748680923.33s, D=0.53s
R=20126, TT=RebTrOw, NTX=20, TB=1748680925.47s, D=0.23s
R=20126, TT=RebCr, NTX=59, TB=1748680925.70s, D=0.45s
R=20127, TT=RebTrOw, NTX=20, TB=1748680927.76s, D=0.28s
R=20127, TT=RebCr, NTX=66, TB=1748680928.04s, D=0.30s
R=20128, TT=RebTrOw, NTX=20, TB=1748680930.03s, D=0.25s
R=20128, TT=RebCr, NTX=56, TB=1748680930.28s, D=0.33s
R=20129, TT=RebTrOw, NTX=20, TB=1748680932.17s, D=0.26s
R=20129, TT=RebCr, NTX=63, TB=1748680932.43s, D=0.36s
R=20130, TT=RebTrOw, NTX=20, TB=1748680934.35s, D=0.25s
R=20130, TT=RebCr, NTX=71, TB=1748680934.60s, D=0.35s
R=20131, TT=RebTrOw, NTX=20, TB=1748680936.47s, D=0.26s
R=20131, TT=RebCr, NTX=47, TB=1748680936.73s, D=0.37s
R=20132, TT=RebTrOw, NTX=20, TB=1748680939.08s, D=0.27s
R=20132, TT=RebCr, NTX=65, TB=1748680939.35s, D=0.33s
R=20133, TT=RebTrOw, NTX=20, TB=1748680941.26s, D=0.28s
R=20133, TT=RebCr, NTX=59, TB=1748680941.54s, D=0.30s
R=20134, TT=RebTrOw, NTX=20, TB=1748680943.42s, D=0.28s
R=20134, TT=RebCr, NTX=69, TB=1748680943.70s, D=0.35s
R=20135, TT=RebTrOw, NTX=20, TB=1748680945.57s, D=0.28s
R=20135, TT=RebCr, NTX=57, TB=1748680945.84s, D=0.40s
R=20136, TT=RebTrOw, NTX=20, TB=1748680947.79s, D=0.23s
R=20136, TT=RebCr, NTX=72, TB=1748680948.02s, D=0.39s
R=20137, TT=RebTrOw, NTX=20, TB=1748680950.00s, D=0.26s
R=20137, TT=RebCr, NTX=62, TB=1748680950.26s, D=0.34s
R=20138, TT=RebTrOw, NTX=20, TB=1748680952.19s, D=0.26s
R=20138, TT=RebCr, NTX=57, TB=1748680952.45s, D=0.39s
R=20139, TT=RebTrOw, NTX=20, TB=1748680954.35s, D=0.20s
R=20139, TT=RebCr, NTX=53, TB=1748680954.55s, D=0.33s
R=20140, TT=RebTrOw, NTX=20, TB=1748680956.61s, D=0.28s
R=20140, TT=RebCr, NTX=49, TB=1748680956.89s, D=0.29s
R=20141, TT=RebTrOw, NTX=20, TB=1748680958.73s, D=0.26s
R=20141, TT=RebCr, NTX=59, TB=1748680958.99s, D=0.34s
R=20142, TT=RebTrOw, NTX=20, TB=1748680960.92s, D=0.26s
R=20142, TT=RebCr, NTX=61, TB=1748680961.18s, D=0.33s
R=20143, TT=RebTrOw, NTX=20, TB=1748680963.11s, D=0.25s
R=20143, TT=RebCr, NTX=66, TB=1748680963.36s, D=0.33s
R=20144, TT=RebTrOw, NTX=20, TB=1748680965.25s, D=0.27s
R=20144, TT=RebCr, NTX=60, TB=1748680965.51s, D=0.48s
R=20145, TT=RebTrOw, NTX=20, TB=1748680967.59s, D=0.28s
R=20145, TT=RebCr, NTX=50, TB=1748680967.87s, D=0.32s
R=20146, TT=RebTrOw, NTX=20, TB=1748680969.77s, D=0.29s
R=20146, TT=RebCr, NTX=51, TB=1748680970.07s, D=0.34s
R=20147, TT=RebTrOw, NTX=20, TB=1748680972.04s, D=0.31s
R=20147, TT=RebCr, NTX=58, TB=1748680972.35s, D=0.28s
R=20148, TT=RebTrOw, NTX=20, TB=1748680974.11s, D=0.23s
R=20148, TT=RebCr, NTX=68, TB=1748680974.34s, D=0.28s
R=20149, TT=RebTrOw, NTX=20, TB=1748680976.34s, D=0.19s
R=20149, TT=RebCr, NTX=56, TB=1748680976.53s, D=0.47s
R=20150, TT=RebTrOw, NTX=20, TB=1748680978.67s, D=0.24s
R=20150, TT=RebCr, NTX=54, TB=1748680978.91s, D=0.35s
R=20151, TT=RebTrOw, NTX=20, TB=1748680980.83s, D=0.24s
R=20151, TT=RebCr, NTX=69, TB=1748680981.08s, D=0.35s
R=20152, TT=RebTrOw, NTX=20, TB=1748680983.00s, D=0.29s
R=20152, TT=RebCr, NTX=61, TB=1748680983.30s, D=0.47s
R=20153, TT=RebTrOw, NTX=20, TB=1748680985.34s, D=0.26s
R=20153, TT=RebCr, NTX=67, TB=1748680985.60s, D=0.43s
R=20154, TT=RebTrOw, NTX=20, TB=1748680987.58s, D=0.24s
R=20154, TT=RebCr, NTX=64, TB=1748680987.82s, D=0.33s
R=20155, TT=RebTrOw, NTX=20, TB=1748680989.95s, D=0.28s
R=20155, TT=RebCr, NTX=65, TB=1748680990.23s, D=0.27s
R=20156, TT=RebTrOw, NTX=20, TB=1748680992.07s, D=0.28s
R=20156, TT=RebCr, NTX=63, TB=1748680992.35s, D=0.42s
R=20157, TT=RebTrOw, NTX=20, TB=1748680994.35s, D=0.26s
R=20157, TT=RebCr, NTX=63, TB=1748680994.61s, D=0.38s
R=20158, TT=RebTrOw, NTX=20, TB=1748680996.58s, D=0.27s
R=20158, TT=RebCr, NTX=63, TB=1748680996.85s, D=0.34s
R=20159, TT=RebTrOw, NTX=20, TB=1748680998.77s, D=0.27s
R=20159, TT=RebCr, NTX=58, TB=1748680999.04s, D=0.29s
R=20160, TT=RebTrOw, NTX=20, TB=1748681001.00s, D=0.17s
R=20160, TT=RebCr, NTX=67, TB=1748681001.17s, D=0.40s
R=20161, TT=RebTrOw, NTX=20, TB=1748681003.30s, D=0.26s
R=20161, TT=RebCr, NTX=67, TB=1748681003.56s, D=0.37s
R=20162, TT=RebTrOw, NTX=20, TB=1748681005.51s, D=0.29s
R=20162, TT=RebCr, NTX=64, TB=1748681005.80s, D=0.37s
R=20163, TT=RebTrOw, NTX=20, TB=1748681007.74s, D=0.26s
R=20163, TT=RebCr, NTX=53, TB=1748681008.00s, D=0.32s
R=20164, TT=RebTrOw, NTX=20, TB=1748681009.88s, D=0.29s
R=20164, TT=RebCr, NTX=65, TB=1748681010.17s, D=0.33s
R=20165, TT=RebTrOw, NTX=20, TB=1748681012.09s, D=0.25s
R=20165, TT=RebCr, NTX=58, TB=1748681012.33s, D=0.37s
R=20166, TT=RebTrOw, NTX=20, TB=1748681014.28s, D=0.25s
R=20166, TT=RebCr, NTX=57, TB=1748681014.53s, D=0.40s
R=20167, TT=RebTrOw, NTX=20, TB=1748681016.49s, D=0.32s
R=20167, TT=RebCr, NTX=56, TB=1748681016.81s, D=0.32s
R=20168, TT=RebTrOw, NTX=20, TB=1748681018.70s, D=0.25s
R=20168, TT=RebCr, NTX=64, TB=1748681018.95s, D=0.36s
R=20169, TT=RebTrOw, NTX=20, TB=1748681020.85s, D=0.27s
R=20169, TT=RebCr, NTX=54, TB=1748681021.12s, D=0.31s
R=20170, TT=RebTrOw, NTX=20, TB=1748681023.05s, D=0.25s
R=20170, TT=RebCr, NTX=48, TB=1748681023.29s, D=0.38s
R=20171, TT=RebTrOw, NTX=20, TB=1748681025.28s, D=0.30s
R=20171, TT=RebCr, NTX=59, TB=1748681025.59s, D=0.43s
R=20172, TT=RebTrOw, NTX=20, TB=1748681027.57s, D=0.27s
R=20172, TT=RebCr, NTX=56, TB=1748681027.84s, D=0.35s
R=20173, TT=RebTrOw, NTX=20, TB=1748681029.81s, D=0.27s
R=20173, TT=RebCr, NTX=56, TB=1748681030.08s, D=0.33s
R=20174, TT=RebTrOw, NTX=20, TB=1748681031.97s, D=0.27s
R=20174, TT=RebCr, NTX=61, TB=1748681032.24s, D=0.36s
R=20175, TT=RebTrOw, NTX=20, TB=1748681034.12s, D=0.19s
R=20175, TT=RebCr, NTX=56, TB=1748681034.30s, D=0.42s
R=20176, TT=RebTrOw, NTX=20, TB=1748681036.26s, D=0.18s
R=20176, TT=RebCr, NTX=54, TB=1748681036.44s, D=0.32s
R=20177, TT=RebTrOw, NTX=20, TB=1748681038.59s, D=0.21s
R=20177, TT=RebCr, NTX=65, TB=1748681038.80s, D=0.30s
R=20178, TT=RebTrOw, NTX=20, TB=1748681040.89s, D=0.28s
R=20178, TT=RebCr, NTX=58, TB=1748681041.17s, D=0.34s
R=20179, TT=RebTrOw, NTX=20, TB=1748681043.10s, D=0.30s
R=20179, TT=RebCr, NTX=71, TB=1748681043.40s, D=0.57s
R=20180, TT=RebTrOw, NTX=20, TB=1748681045.57s, D=0.32s
R=20180, TT=RebCr, NTX=60, TB=1748681045.88s, D=0.39s
R=20181, TT=RebTrOw, NTX=20, TB=1748681047.83s, D=0.28s
R=20181, TT=RebCr, NTX=57, TB=1748681048.11s, D=0.33s
R=20182, TT=RebTrOw, NTX=20, TB=1748681050.13s, D=0.24s
R=20182, TT=RebCr, NTX=63, TB=1748681050.37s, D=0.29s
R=20183, TT=RebTrOw, NTX=20, TB=1748681052.28s, D=0.25s
R=20183, TT=RebCr, NTX=63, TB=1748681052.53s, D=0.41s
R=20184, TT=RebTrOw, NTX=20, TB=1748681054.47s, D=0.25s
